election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
K17,stat1995:208001,statistical_area,stat1995:208001,1995,208001,1,loc:208,208,מוצא עילית,1,1,663,456,453,3,אמת,148,129,19,0.326711,148,1,0,0,3,0,0,34,3,21,2,0,129,0,14,24,52,0,0,4,0,0,0,0,1,0,0,8,0,8,1
K17,stat1995:2100001,statistical_area,stat1995:2100001,1995,2100001,1,loc:2100,2100,טירת כרמל,1,1,642,375,368,7,כן,104,77,27,0.282609,77,1,1,0,0,0,0,15,2,25,0,1,104,0,32,45,1,0,0,0,2,0,0,0,0,0,0,4,0,5,53
K17,stat1995:2100003,statistical_area,stat1995:2100003,1995,2100003,3,loc:2100,2100,טירת כרמל,6,6,3831,1879,1837,42,שס,427,344,83,0.232444,249,14,0,0,1,1,71,73,4,167,4,10,344,1,176,240,10,1,1,7,1,2,2,1,1,4,3,12,0,10,427
K17,stat1995:2100004,statistical_area,stat1995:2100004,1995,2100004,4,loc:2100,2100,טירת כרמל,4,4,2312,1237,1220,17,כן,287,227,60,0.235246,213,5,0,0,0,0,21,66,1,133,4,15,287,1,78,133,6,3,0,5,2,0,4,0,3,0,3,4,1,5,227
K17,stat1995:2100005,statistical_area,stat1995:2100005,1995,2100005,5,loc:2100,2100,טירת כרמל,5,5,3417,1804,1783,21,כן,474,334,140,0.265844,288,12,2,0,0,2,3,117,3,154,2,12,474,2,137,184,14,0,1,5,1,0,1,0,1,2,1,20,1,10,334
K17,stat1995:2100006,statistical_area,stat1995:2100006,1995,2100006,6,loc:2100,2100,טירת כרמל,5,5,3206,1882,1861,21,כן,492,328,164,0.264374,328,9,0,0,2,4,10,86,3,175,0,16,492,2,188,257,8,0,2,4,1,1,1,1,1,3,2,19,0,23,223
K17,stat1995:2100007,statistical_area,stat1995:2100007,1995,2100007,7,loc:2100,2100,טירת כרמל,3,3,2054,1030,1004,26,כן,220,204,16,0.219124,126,3,1,0,0,3,27,41,2,66,1,3,220,2,204,104,4,0,1,1,0,1,3,0,0,3,1,5,0,6,176
K17,stat1995:213001,statistical_area,stat1995:213001,1995,213001,1,loc:213,213,משמרות,1,1,232,151,149,2,אמת,87,25,62,0.583893,87,0,0,0,1,0,0,8,0,1,0,1,25,0,3,1,5,0,0,1,0,0,0,0,0,0,0,4,0,12,0
K17,stat1995:217001,statistical_area,stat1995:217001,1995,217001,1,loc:217,217,"כפר הרא""ה",1,1,590,501,498,3,טב,332,32,300,0.666667,10,8,0,0,0,0,0,19,0,332,0,13,32,0,21,27,3,0,0,11,0,0,0,0,0,0,0,0,0,5,17
K17,stat1995:218001,statistical_area,stat1995:218001,1995,218001,1,loc:218,218,גני עם,1,1,196,155,155,0,כן,65,41,24,0.419355,41,0,0,0,0,0,0,11,0,0,0,0,65,0,5,4,12,0,0,4,0,0,0,0,0,0,0,5,0,8,0
K17,stat1995:219001,statistical_area,stat1995:219001,1995,219001,1,loc:219,219,חיבת ציון,1,1,345,265,263,2,טב,57,53,4,0.21673,53,2,0,0,1,0,0,22,0,57,2,8,50,0,4,19,17,1,0,8,0,0,0,0,0,0,0,7,0,11,1
K17,stat1995:2200002,statistical_area,stat1995:2200002,1995,2200002,2,loc:2200,2200,דימונה,4,4,2453,1203,1168,35,ל,297,205,92,0.254281,205,16,0,0,1,0,0,32,0,114,0,12,162,0,297,122,5,2,0,8,0,1,4,1,0,1,2,7,0,5,171
K17,stat1995:2200003,statistical_area,stat1995:2200003,1995,2200003,3,loc:2200,2200,דימונה,4,4,2325,1096,1063,33,ל,225,204,21,0.211665,204,28,1,0,0,0,0,28,1,81,1,2,165,2,225,92,6,1,3,3,5,1,3,0,2,0,6,4,0,3,196
K17,stat1995:2200004,statistical_area,stat1995:2200004,1995,2200004,4,loc:2200,2200,דימונה,4,4,2447,1122,1081,41,ל,318,215,103,0.294172,189,21,2,0,1,1,1,17,0,50,3,7,129,1,318,103,1,0,1,5,0,0,0,0,1,0,3,8,0,4,215
K17,stat1995:2200005,statistical_area,stat1995:2200005,1995,2200005,5,loc:2200,2200,דימונה,4,4,2093,994,966,28,ל,301,199,102,0.311594,126,15,1,0,0,0,0,9,4,35,2,5,136,0,301,104,4,1,3,2,7,0,1,0,0,4,1,4,0,2,199
K17,stat1995:2200006,statistical_area,stat1995:2200006,1995,2200006,6,loc:2200,2200,דימונה,6,6,3699,1924,1866,58,ל,487,345,142,0.260986,305,37,0,0,0,0,0,45,3,107,3,6,345,0,487,238,9,0,2,11,6,2,5,0,3,3,1,14,0,5,229
K17,stat1995:2200007,statistical_area,stat1995:2200007,1995,2200007,7,loc:2200,2200,דימונה,3,3,1716,835,815,20,אמת,171,151,20,0.209816,171,23,0,0,0,0,1,20,0,43,0,4,150,1,137,89,6,0,2,3,0,0,2,0,0,3,1,4,0,4,151
K17,stat1995:2200008,statistical_area,stat1995:2200008,1995,2200008,8,loc:2200,2200,דימונה,3,3,1755,853,801,52,ל,186,179,7,0.23221,179,23,1,0,0,0,1,13,0,49,0,3,109,0,186,69,1,1,1,2,1,0,0,0,2,0,2,10,0,7,141
K17,stat1995:2200009,statistical_area,stat1995:2200009,1995,2200009,9,loc:2200,2200,דימונה,5,5,2661,1540,1510,30,כן,380,306,74,0.251656,306,29,1,0,0,1,0,42,0,154,0,7,380,0,138,187,6,1,0,15,5,0,3,0,0,1,0,9,1,2,222
K17,stat1995:220001,statistical_area,stat1995:220001,1995,220001,1,loc:220,220,כפר ביאליק,1,1,408,271,266,5,כן,113,65,48,0.424812,65,1,0,0,0,0,0,28,0,11,0,0,113,1,6,11,13,0,0,3,0,0,0,0,0,0,0,3,0,9,2
K17,stat1995:2200010,statistical_area,stat1995:2200010,1995,2200010,10,loc:2200,2200,דימונה,3,3,1903,888,859,29,ל,192,188,4,0.223516,135,39,2,0,2,2,0,10,2,41,1,6,137,0,192,82,3,0,0,7,1,0,1,2,0,2,0,3,0,1,188
K17,stat1995:2200011,statistical_area,stat1995:2200011,1995,2200011,11,loc:2200,2200,דימונה,4,4,2118,903,862,41,ל,303,142,161,0.351508,142,23,2,0,0,1,3,15,2,26,1,7,101,0,303,66,1,0,0,3,8,0,2,0,2,1,3,5,0,4,141
K17,stat1995:2200012,statistical_area,stat1995:2200012,1995,2200012,12,loc:2200,2200,דימונה,4,4,2328,1142,1109,33,אמת,215,195,20,0.193868,215,87,1,0,1,0,2,22,2,106,0,5,164,0,165,117,6,1,1,3,1,0,1,0,0,0,2,11,0,1,195
K17,stat1995:223001,statistical_area,stat1995:223001,1995,223001,1,loc:223,223,עין עירון,1,1,291,225,225,0,כן,88,54,34,0.391111,54,0,0,0,0,0,0,16,0,4,0,0,88,0,3,7,32,0,0,8,0,0,0,0,0,0,0,6,0,7,0
K17,stat1995:224001,statistical_area,stat1995:224001,1995,224001,1,loc:224,224,(שושנת העמקים (רסקו,1,1,400,227,224,3,אמת,47,43,4,0.209821,47,4,0,0,0,0,0,40,1,10,0,2,43,1,3,23,3,1,0,0,0,0,0,0,0,0,1,4,0,7,34
K17,stat1995:225001,statistical_area,stat1995:225001,1995,225001,1,loc:225,225,גן השומרון,1,1,503,351,348,3,כן,154,82,72,0.442529,82,0,0,0,0,0,0,27,1,5,3,0,154,0,5,14,36,0,0,1,0,0,0,0,0,0,0,12,0,8,0
K17,stat1995:229001,statistical_area,stat1995:229001,1995,229001,1,loc:229,229,גני תקווה,4,4,2562,1865,1848,17,כן,379,343,36,0.205087,202,194,0,0,2,0,0,130,5,241,1,23,379,3,65,142,59,2,0,9,0,0,1,0,0,0,4,14,0,29,343
K17,stat1995:229002,statistical_area,stat1995:229002,1995,229002,2,loc:229,229,גני תקווה,5,5,3101,2122,2094,28,כן,682,423,259,0.325692,423,21,0,0,2,0,0,218,11,82,0,7,682,2,91,192,110,0,0,31,0,0,1,0,0,1,2,26,0,36,156
K17,stat1995:229003,statistical_area,stat1995:229003,1995,229003,3,loc:229,229,גני תקווה,6,6,3559,2583,2561,22,כן,857,434,423,0.334635,434,25,0,0,2,2,1,244,8,139,2,9,857,3,60,334,125,0,0,26,0,0,1,0,0,0,3,27,0,43,216
K17,stat1995:2300001,statistical_area,stat1995:2300001,1995,2300001,1,loc:2300,2300,קרית טבעון,7,7,3694,2409,2372,37,כן,742,724,18,0.312816,724,15,1,1,9,1,1,168,9,77,2,14,742,1,92,138,176,1,0,27,1,0,3,0,1,7,6,31,1,77,46
K17,stat1995:2300002,statistical_area,stat1995:2300002,1995,2300002,2,loc:2300,2300,קרית טבעון,4,4,2734,1827,1813,14,אמת,596,560,36,0.328737,596,16,2,2,8,0,1,136,7,52,1,5,560,2,55,80,156,1,5,23,1,0,1,0,1,2,1,21,0,73,5
K17,stat1995:2300003,statistical_area,stat1995:2300003,1995,2300003,3,loc:2300,2300,קרית טבעון,7,7,4268,2929,2911,18,אמת,966,872,94,0.331845,966,6,0,0,16,0,2,210,16,61,4,6,872,1,146,164,214,0,0,42,0,2,6,0,2,2,3,47,0,77,46
K17,stat1995:2300004,statistical_area,stat1995:2300004,1995,2300004,4,loc:2300,2300,קרית טבעון,2,2,1079,708,701,7,כן,255,172,83,0.363766,172,2,0,0,5,0,0,32,3,16,1,2,255,0,34,88,38,0,0,16,0,0,4,0,1,0,0,11,1,12,8
K17,stat1995:230001,statistical_area,stat1995:230001,1995,230001,1,loc:230,230,מעש,1,1,593,449,446,3,כן,147,118,29,0.329596,118,4,0,0,0,0,0,49,1,24,0,3,147,0,16,27,31,0,0,6,0,0,0,0,0,0,0,10,0,6,4
K17,stat1995:23001,statistical_area,stat1995:23001,1995,23001,1,loc:23,23,אמציה,1,1,118,76,76,0,כן,26,15,11,0.342105,6,0,0,0,0,0,0,15,0,0,0,0,26,0,5,11,8,0,0,0,0,0,0,0,0,0,0,1,0,4,0
K17,stat1995:232001,statistical_area,stat1995:232001,1995,232001,1,loc:232,232,שפיים,1,1,770,587,584,3,אמת,357,108,249,0.611301,357,2,0,0,2,0,0,17,1,0,1,1,108,0,2,8,51,0,1,5,0,0,0,0,1,0,0,14,0,12,1
K17,stat1995:233001,statistical_area,stat1995:233001,1995,233001,1,loc:233,233,ידידיה,1,1,390,287,287,0,כן,114,86,28,0.397213,86,0,0,0,1,0,0,14,1,2,0,0,114,0,2,8,36,0,0,10,0,0,2,0,0,0,0,6,0,5,0
K17,stat1995:234001,statistical_area,stat1995:234001,1995,234001,1,loc:234,234,ביצרון,1,1,665,520,519,1,כן,214,138,76,0.412331,138,2,0,0,2,0,0,42,4,6,0,1,214,0,14,22,37,0,0,6,0,1,0,0,0,0,0,8,1,20,1
K17,stat1995:235001,statistical_area,stat1995:235001,1995,235001,1,loc:235,235,חבצלת השרון,1,1,357,247,245,2,כן,85,57,28,0.346939,57,1,0,0,0,0,0,28,1,14,0,2,85,0,7,13,16,0,0,0,0,0,0,0,0,0,0,0,0,3,18
K17,stat1995:237001,statistical_area,stat1995:237001,1995,237001,1,loc:237,237,שער העמקים,1,1,522,393,390,3,מרצ,167,118,49,0.428205,118,0,0,0,1,0,0,7,2,0,0,0,71,0,3,0,167,0,0,2,0,0,1,0,0,0,0,8,0,9,1
K17,stat1995:239001,statistical_area,stat1995:239001,1995,239001,1,loc:239,239,גן חיים,1,1,473,362,360,2,כן,128,121,7,0.355556,121,0,0,0,0,0,0,19,0,3,0,0,128,0,8,10,43,0,0,6,0,0,0,0,1,0,1,10,0,10,0
K17,stat1995:2400001,statistical_area,stat1995:2400001,1995,2400001,1,loc:2400,2400,אור יהודה,4,4,2353,1173,1136,37,שס,339,191,148,0.298415,131,12,1,1,0,0,2,94,1,44,1,7,191,2,130,128,14,0,0,2,10,0,0,0,0,1,5,13,0,7,339
K17,stat1995:2400002,statistical_area,stat1995:2400002,1995,2400002,2,loc:2400,2400,אור יהודה,4,4,2374,1211,1181,30,שס,375,232,143,0.317528,116,8,1,0,0,2,14,82,4,35,3,6,232,2,123,128,7,0,1,3,6,1,2,0,1,1,3,8,0,17,375
K17,stat1995:2400003,statistical_area,stat1995:2400003,1995,2400003,3,loc:2400,2400,אור יהודה,4,4,2642,1344,1306,38,שס,429,254,175,0.328484,107,18,0,1,2,1,7,44,2,40,6,6,192,0,254,148,12,2,1,3,10,1,0,0,0,1,3,11,0,5,429
K17,stat1995:2400004,statistical_area,stat1995:2400004,1995,2400004,4,loc:2400,2400,אור יהודה,6,5,3247,1700,1664,36,שס,455,284,171,0.273438,180,31,0,1,4,1,18,121,1,58,5,17,284,1,168,254,14,1,4,5,2,1,3,1,0,0,3,10,0,21,455
K17,stat1995:2400006,statistical_area,stat1995:2400006,1995,2400006,6,loc:2400,2400,אור יהודה,5,5,3034,1568,1535,33,שס,566,215,351,0.36873,149,19,3,0,2,2,77,60,1,34,5,3,215,0,201,158,7,0,1,1,8,0,0,2,0,1,4,8,1,7,566
K17,stat1995:2400007,statistical_area,stat1995:2400007,1995,2400007,7,loc:2400,2400,אור יהודה,9,9,5646,3903,3859,44,כן,1340,720,620,0.34724,720,24,2,0,5,1,1,396,15,90,3,9,1340,1,177,340,136,0,0,29,3,0,0,0,0,2,3,35,0,92,435
K17,stat1995:2400008,statistical_area,stat1995:2400008,1995,2400008,8,loc:2400,2400,אור יהודה,2,2,1195,675,665,10,שס,252,93,159,0.378947,54,15,0,0,2,1,31,23,3,28,2,4,93,1,51,87,4,0,0,1,0,0,0,2,0,1,1,4,1,4,252
K17,stat1995:2400009,statistical_area,stat1995:2400009,1995,2400009,9,loc:2400,2400,אור יהודה,5,5,3088,1703,1682,21,שס,429,365,64,0.255054,221,23,1,0,0,1,1,113,2,85,0,7,365,1,93,290,14,2,1,4,2,0,0,0,0,0,2,14,0,11,429
K17,stat1995:240001,statistical_area,stat1995:240001,1995,240001,1,loc:240,240,יקנעם עילית,3,3,1989,1229,1205,24,כן,211,183,28,0.175104,149,58,1,0,1,1,8,67,2,122,1,7,211,0,166,183,11,1,0,6,1,0,4,0,1,1,1,11,2,22,167
K17,stat1995:240002,statistical_area,stat1995:240002,1995,240002,2,loc:240,240,יקנעם עילית,3,3,1851,1025,989,36,ל,280,154,126,0.283114,95,28,0,0,0,4,124,39,2,16,3,4,154,1,280,100,14,0,0,2,3,0,1,1,1,1,1,7,0,8,100
K17,stat1995:240003,statistical_area,stat1995:240003,1995,240003,3,loc:240,240,יקנעם עילית,10,10,6353,4027,3955,72,כן,1137,864,273,0.287484,547,45,1,1,1,8,25,215,15,157,5,14,1137,1,864,500,69,2,2,20,4,1,2,0,0,5,7,47,4,55,201
K17,stat1995:240004,statistical_area,stat1995:240004,1995,240004,4,loc:240,240,יקנעם עילית,5,5,2867,1994,1972,22,כן,721,425,296,0.365619,425,10,1,1,1,0,0,154,8,57,4,5,721,0,175,192,67,1,0,12,2,0,0,0,0,0,1,22,1,35,77
K17,stat1995:24001,statistical_area,stat1995:24001,1995,24001,1,loc:24,24,לכיש,1,1,365,304,303,1,אמת,129,91,38,0.425743,129,0,1,0,0,0,0,10,2,5,0,0,91,0,6,12,37,1,0,4,0,0,0,0,0,1,0,0,0,3,1
K17,stat1995:241001,statistical_area,stat1995:241001,1995,241001,1,loc:241,241,(יקנעם (מושבה,1,1,858,623,623,0,כן,228,181,47,0.365971,181,2,0,1,0,0,1,46,3,28,3,2,228,0,11,11,53,0,0,11,1,0,0,0,0,1,0,13,0,23,4
K17,stat1995:242001,statistical_area,stat1995:242001,1995,242001,1,loc:242,242,בית השיטה,2,2,889,605,603,2,אמת,325,141,184,0.538972,325,0,0,1,0,0,0,36,1,8,1,0,141,1,16,9,33,0,0,8,0,0,0,0,0,0,0,15,0,6,2
K17,stat1995:246001,statistical_area,stat1995:246001,1995,246001,1,loc:246,246,נתיבות,3,3,2070,1282,1260,22,שס,487,244,243,0.386508,146,67,1,1,0,0,2,4,3,87,1,20,64,1,244,112,4,0,0,4,0,1,0,1,0,0,3,7,0,0,487
K17,stat1995:246002,statistical_area,stat1995:246002,1995,246002,2,loc:246,246,נתיבות,6,6,3611,2504,2474,30,שס,1191,334,857,0.481407,234,334,0,0,1,0,2,9,1,177,0,15,96,0,128,266,4,2,2,2,0,2,0,0,0,0,2,4,0,2,1191
K17,stat1995:246003,statistical_area,stat1995:246003,1995,246003,3,loc:246,246,נתיבות,6,6,3924,2747,2710,37,שס,1094,425,669,0.40369,201,350,0,0,0,4,29,16,17,204,0,10,99,3,425,224,7,0,2,3,0,2,0,1,0,2,3,12,1,1,1094
K17,stat1995:246004,statistical_area,stat1995:246004,1995,246004,4,loc:246,246,נתיבות,8,8,5532,3648,3570,78,שס,1363,759,604,0.381793,333,82,1,2,0,5,47,16,3,312,8,37,187,0,759,357,6,2,2,9,2,0,1,2,4,4,3,14,1,8,1363
K17,stat1995:247001,statistical_area,stat1995:247001,1995,247001,1,loc:247,247,רשפון,1,1,706,542,532,10,כן,232,97,135,0.43609,97,1,0,0,1,0,0,42,3,5,1,0,232,0,12,21,59,0,0,8,0,0,1,0,0,0,0,17,0,29,3
K17,stat1995:248001,statistical_area,stat1995:248001,1995,248001,1,loc:248,248,בית שערים,1,1,477,346,345,1,כן,113,106,7,0.327536,106,0,0,0,1,0,1,23,1,12,0,1,113,0,15,22,22,0,1,7,0,0,0,0,2,0,0,7,0,10,1
K17,stat1995:249001,statistical_area,stat1995:249001,1995,249001,1,loc:249,249,כפר סירקין,1,1,722,543,535,8,כן,211,114,97,0.394393,114,1,0,0,2,0,0,65,4,10,1,2,211,1,13,40,27,0,0,10,0,0,1,0,0,1,0,6,0,21,5
K17,stat1995:2500001,statistical_area,stat1995:2500001,1995,2500001,1,loc:2500,2500,נשר,5,5,2778,1409,1374,35,ל,379,344,35,0.275837,135,11,3,0,2,1,1,60,4,26,4,6,344,2,379,222,31,4,1,3,3,1,2,0,0,3,3,25,0,20,78
K17,stat1995:2500002,statistical_area,stat1995:2500002,1995,2500002,2,loc:2500,2500,נשר,6,6,3338,1900,1842,58,ל,528,372,156,0.286645,185,21,4,0,1,1,19,53,9,42,6,14,372,1,528,258,14,4,1,2,3,1,2,1,0,5,3,18,1,7,266
K17,stat1995:2500003,statistical_area,stat1995:2500003,1995,2500003,3,loc:2500,2500,נשר,4,4,2762,1495,1461,34,כן,366,257,109,0.250513,237,9,0,1,1,3,2,144,12,31,4,9,366,0,257,137,44,0,0,8,0,0,7,0,0,0,3,26,0,22,138
K17,stat1995:2500004,statistical_area,stat1995:2500004,1995,2500004,4,loc:2500,2500,נשר,7,7,4713,2912,2877,35,כן,899,500,399,0.312478,429,23,0,0,2,0,11,170,19,69,7,8,899,1,500,345,82,2,1,25,1,0,3,0,0,2,6,48,1,63,160
K17,stat1995:2500005,statistical_area,stat1995:2500005,1995,2500005,5,loc:2500,2500,נשר,6,6,3770,2509,2484,25,כן,869,407,462,0.349839,407,12,1,0,7,0,0,174,12,47,7,5,869,0,395,293,92,1,0,6,2,0,0,0,0,3,4,30,0,50,67
K17,stat1995:250001,statistical_area,stat1995:250001,1995,250001,1,loc:250,250,הזורע,1,1,847,581,571,10,מרצ,213,203,10,0.37303,203,0,0,0,6,0,1,9,0,1,0,1,98,0,5,6,213,0,0,7,0,0,0,0,0,0,1,8,0,10,2
K17,stat1995:252001,statistical_area,stat1995:252001,1995,252001,1,loc:252,252,ביתן אהרן,1,1,586,465,454,11,כן,173,109,64,0.381057,109,0,0,0,2,0,0,49,1,8,1,0,173,0,12,37,32,0,0,4,0,0,0,0,0,0,0,2,0,21,3
K17,stat1995:2530001,statistical_area,stat1995:2530001,1995,2530001,1,loc:2530,2530,באר יעקב,8,8,5211,3184,3136,48,כן,727,577,150,0.231824,454,107,0,1,1,1,131,218,3,140,4,37,727,1,191,340,76,6,4,8,0,1,3,2,3,3,9,28,1,59,577
K17,stat1995:253001,statistical_area,stat1995:253001,1995,253001,1,loc:253,253,חולתה,1,1,352,244,243,1,אמת,122,46,76,0.502058,122,3,0,0,0,0,0,16,0,2,0,1,46,0,6,0,19,0,0,3,0,0,0,0,0,0,0,11,0,14,0
K17,stat1995:254001,statistical_area,stat1995:254001,1995,254001,1,loc:254,254,כפר המכבי,1,1,269,175,173,2,אמת,80,62,18,0.462428,80,0,0,0,1,0,0,6,0,2,0,0,62,0,3,1,9,0,0,3,0,0,0,0,0,0,1,4,0,1,0
K17,stat1995:2550001,statistical_area,stat1995:2550001,1995,2550001,1,loc:2550,2550,גדרה,3,3,1765,1074,1064,10,שס,216,186,30,0.203008,149,19,0,0,0,0,9,56,0,186,0,8,167,0,43,168,17,0,0,7,0,1,0,0,1,0,1,9,2,5,216
K17,stat1995:2550002,statistical_area,stat1995:2550002,1995,2550002,2,loc:2550,2550,גדרה,4,4,2744,1846,1829,17,כן,531,351,180,0.290323,351,2,1,0,1,3,124,159,8,112,2,8,531,0,64,199,93,1,5,20,2,2,1,0,2,3,5,22,2,44,62
K17,stat1995:2550003,statistical_area,stat1995:2550003,1995,2550003,3,loc:2550,2550,גדרה,9,9,4985,3287,3255,32,כן,788,558,230,0.242089,558,32,1,1,5,2,68,230,6,432,5,7,788,1,130,409,94,5,1,34,1,2,0,0,3,2,2,20,1,53,362
K17,stat1995:255001,statistical_area,stat1995:255001,1995,255001,1,loc:255,255,כפר חיטים,1,1,303,181,181,0,אמת,57,52,5,0.314917,57,1,0,0,0,0,0,15,0,4,1,0,52,0,6,11,16,0,0,2,0,0,0,0,0,0,0,5,0,6,5
K17,stat1995:2560001,statistical_area,stat1995:2560001,1995,2560001,1,loc:2560,2560,ערד,6,6,3717,2185,2129,56,ל,612,399,213,0.287459,205,399,1,0,0,1,12,70,4,90,7,32,358,1,612,152,29,1,2,3,2,0,2,1,2,4,5,16,0,18,100
K17,stat1995:2560002,statistical_area,stat1995:2560002,1995,2560002,2,loc:2560,2560,ערד,6,6,3695,1760,1695,65,ל,658,316,342,0.388201,209,53,1,0,4,0,7,66,2,40,6,18,316,2,658,148,31,4,0,4,1,0,2,1,2,4,2,26,0,22,66
K17,stat1995:2560003,statistical_area,stat1995:2560003,1995,2560003,3,loc:2560,2560,ערד,8,8,4502,2232,2157,75,ל,840,443,397,0.38943,309,51,6,0,9,1,1,84,9,47,7,9,443,2,840,162,26,1,5,11,5,0,2,3,2,3,7,29,0,31,52
K17,stat1995:2560005,statistical_area,stat1995:2560005,1995,2560005,5,loc:2560,2560,ערד,7,7,3897,2158,2119,39,כן,618,441,177,0.291647,441,32,1,0,1,1,1,174,3,80,11,11,618,4,325,177,93,1,4,13,1,1,0,0,0,5,5,33,1,20,62
K17,stat1995:2560006,statistical_area,stat1995:2560006,1995,2560006,6,loc:2560,2560,ערד,6,6,4001,2408,2365,43,כן,734,499,235,0.310359,467,31,0,1,1,3,0,141,3,74,10,9,734,1,499,171,64,1,0,21,3,0,1,0,0,0,3,48,1,33,45
K17,stat1995:256001,statistical_area,stat1995:256001,1995,256001,1,loc:256,256,(ניר דוד(תל עמל,1,1,537,412,410,2,מרצ,195,105,90,0.47561,105,0,0,0,1,0,0,4,4,1,0,0,69,0,2,3,195,0,0,2,0,0,0,0,0,0,0,16,0,8,0
K17,stat1995:257001,statistical_area,stat1995:257001,1995,257001,1,loc:257,257,נופך,1,1,232,161,161,0,מחל,40,30,10,0.248447,30,2,0,0,2,0,0,11,0,11,0,1,25,0,5,40,3,0,0,0,0,0,0,0,0,0,0,5,0,2,24
K17,stat1995:259001,statistical_area,stat1995:259001,1995,259001,1,loc:259,259,שדה נחום,1,1,241,159,159,0,אמת,74,39,35,0.465409,74,0,0,0,0,0,0,14,0,0,0,1,39,0,3,6,10,0,0,1,0,0,0,0,1,0,1,5,0,2,2
K17,stat1995:2600001,statistical_area,stat1995:2600001,1995,2600001,1,loc:2600,2600,אילת,2,2,1214,180,180,0,כן,46,37,9,0.255556,37,1,0,0,2,0,0,10,1,4,0,3,46,2,5,13,20,0,0,5,0,0,0,0,0,0,0,12,1,5,13
K17,stat1995:2600002,statistical_area,stat1995:2600002,1995,2600002,2,loc:2600,2600,אילת,2,2,1145,183,180,3,כן,43,39,4,0.238889,39,2,0,0,0,0,1,12,0,7,0,2,43,0,15,24,7,0,0,2,0,1,0,0,1,0,0,7,0,1,16
K17,stat1995:2600003,statistical_area,stat1995:2600003,1995,2600003,3,loc:2600,2600,אילת,1,1,585,209,205,4,כן,68,42,26,0.331707,42,2,0,0,0,0,0,26,0,9,1,1,68,0,10,10,7,0,0,2,0,0,0,0,0,0,1,10,0,2,14
K17,stat1995:2600004,statistical_area,stat1995:2600004,1995,2600004,4,loc:2600,2600,אילת,8,8,4874,1798,1770,28,כן,517,344,173,0.29209,344,12,1,1,4,2,1,130,2,70,2,14,517,1,84,218,27,1,0,7,0,0,1,1,2,4,3,45,1,21,254
K17,stat1995:2600005,statistical_area,stat1995:2600005,1995,2600005,5,loc:2600,2600,אילת,5,5,3011,1025,1004,21,כן,232,227,5,0.231076,227,15,0,0,3,0,1,79,4,47,0,28,232,0,65,85,15,0,0,4,0,0,1,0,0,1,2,34,0,8,153
K17,stat1995:2600006,statistical_area,stat1995:2600006,1995,2600006,6,loc:2600,2600,אילת,8,8,4409,1398,1366,32,כן,337,317,20,0.246706,317,16,0,0,1,2,2,105,6,51,2,13,337,0,110,121,23,2,1,4,1,1,3,0,0,3,4,39,3,21,178
K17,stat1995:2600007,statistical_area,stat1995:2600007,1995,2600007,7,loc:2600,2600,אילת,5,5,2766,902,883,19,כן,197,177,20,0.223103,177,10,0,0,7,0,3,46,7,79,3,12,197,0,120,76,13,0,1,3,2,1,5,0,1,1,1,19,0,11,88
K17,stat1995:2600008,statistical_area,stat1995:2600008,1995,2600008,8,loc:2600,2600,אילת,8,8,4816,2210,2161,49,כן,618,419,199,0.285979,419,10,4,1,1,1,1,168,14,207,1,13,618,1,220,183,38,4,0,11,1,2,2,1,0,1,3,35,0,20,181
K17,stat1995:2600009,statistical_area,stat1995:2600009,1995,2600009,9,loc:2600,2600,אילת,5,5,3396,1711,1695,16,כן,657,376,281,0.387611,376,9,1,0,4,0,0,143,4,55,1,3,657,0,81,136,72,0,0,13,0,1,3,0,2,2,1,28,0,30,73
K17,stat1995:2600010,statistical_area,stat1995:2600010,1995,2600010,10,loc:2600,2600,אילת,5,5,3144,1065,1039,26,כן,273,247,26,0.262753,247,13,3,0,2,0,0,80,4,36,4,6,273,3,104,99,26,0,0,3,3,1,2,0,0,0,0,18,1,11,100
K17,stat1995:2600011,statistical_area,stat1995:2600011,1995,2600011,11,loc:2600,2600,אילת,6,6,4026,1370,1344,26,כן,463,271,192,0.344494,271,9,0,0,0,1,2,126,8,49,0,8,463,0,103,129,23,0,0,16,0,1,1,0,1,0,3,42,0,27,61
K17,stat1995:2600012,statistical_area,stat1995:2600012,1995,2600012,12,loc:2600,2600,אילת,15,15,9461,4200,4146,54,כן,1563,898,665,0.37699,898,22,2,0,7,2,1,314,19,145,5,14,1563,1,250,371,88,1,2,24,1,0,5,0,2,4,6,64,0,42,293
K17,stat1995:26001,statistical_area,stat1995:26001,1995,26001,1,loc:26,26,ראש פינה,3,3,1836,1228,1227,1,אמת,366,350,16,0.298289,366,7,2,0,5,0,1,92,1,70,1,11,350,0,35,69,108,1,0,11,0,0,1,0,0,1,0,42,0,25,28
