election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
K23,stat2011:50000431,statistical_area,stat2011:50000431,2011,50000431,431,loc:5000,5000,תל אביב -יפו,8,8,5415,3377,3363,14,פה,2011,657,1354,0.597978,657,27,84,10,0,0,79,0,0,0,0,0,0,0,0,79,396,1,0,0,7,0,2011,0,0,1,0,0,0,11
K23,stat2011:50000432,statistical_area,stat2011:50000432,2011,50000432,432,loc:5000,5000,תל אביב -יפו,7,7,4385,3047,3033,14,פה,1804,608,1196,0.594791,608,29,77,2,0,0,78,0,0,0,0,0,0,0,0,68,347,0,0,0,6,0,1804,0,0,0,0,0,0,14
K23,stat2011:50000433,statistical_area,stat2011:50000433,2011,50000433,433,loc:5000,5000,תל אביב -יפו,4,4,2470,1630,1625,5,פה,900,388,512,0.553846,388,9,61,3,0,0,40,0,1,0,0,0,0,0,0,32,187,0,0,0,1,0,900,0,0,0,0,0,1,2
K23,stat2011:50000436,statistical_area,stat2011:50000436,2011,50000436,436,loc:5000,5000,תל אביב -יפו,6,6,3455,2146,2143,3,פה,1273,428,845,0.594027,428,5,55,1,0,0,87,0,0,0,0,0,0,0,0,53,233,1,0,0,2,0,1273,0,0,0,0,0,0,5
K23,stat2011:50000437,statistical_area,stat2011:50000437,2011,50000437,437,loc:5000,5000,תל אביב -יפו,4,4,2244,1518,1516,2,פה,834,458,376,0.550132,94,6,8,0,0,0,33,0,0,0,0,0,0,0,0,56,458,0,1,0,2,0,834,0,0,1,0,0,0,23
K23,stat2011:50000511,statistical_area,stat2011:50000511,2011,50000511,511,loc:5000,5000,תל אביב -יפו,3,3,2028,562,558,4,פה,278,147,131,0.498208,77,2,12,1,0,0,11,0,0,0,0,0,0,0,0,21,147,1,0,0,2,0,278,0,0,0,0,0,0,6
K23,stat2011:50000512,statistical_area,stat2011:50000512,2011,50000512,512,loc:5000,5000,תל אביב -יפו,4,4,2842,1285,1280,5,פה,691,255,436,0.539844,219,5,27,1,0,0,19,0,0,0,0,0,0,0,1,42,255,0,0,0,2,1,691,1,0,0,0,0,0,16
K23,stat2011:50000513,statistical_area,stat2011:50000513,2011,50000513,513,loc:5000,5000,תל אביב -יפו,4,4,2438,1389,1371,18,פה,680,329,351,0.495988,329,10,71,1,0,0,16,0,0,0,0,0,0,0,0,27,222,0,0,0,3,0,680,0,0,0,1,0,0,11
K23,stat2011:50000514,statistical_area,stat2011:50000514,2011,50000514,514,loc:5000,5000,תל אביב -יפו,4,4,2868,1674,1672,2,פה,879,380,499,0.525718,380,13,64,5,0,0,34,0,0,0,0,0,0,0,0,36,233,0,0,0,11,0,879,2,1,0,0,0,0,14
K23,stat2011:50000515,statistical_area,stat2011:50000515,2011,50000515,515,loc:5000,5000,תל אביב -יפו,5,5,3296,2112,2107,5,פה,1157,562,595,0.549122,562,33,87,5,0,0,33,1,0,1,0,0,0,0,0,32,188,0,0,0,0,0,1157,0,0,0,0,0,0,8
K23,stat2011:50000516,statistical_area,stat2011:50000516,2011,50000516,516,loc:5000,5000,תל אביב -יפו,11,11,7101,4322,4312,10,פה,2298,1063,1235,0.532931,1063,58,170,10,0,0,50,0,2,0,1,0,0,0,0,89,529,2,0,0,4,0,2298,2,0,0,0,1,0,33
K23,stat2011:50000517,statistical_area,stat2011:50000517,2011,50000517,517,loc:5000,5000,תל אביב -יפו,4,4,2621,1684,1680,4,פה,928,396,532,0.552381,396,24,91,1,0,0,25,0,0,0,0,0,0,0,0,33,175,1,0,0,1,0,928,0,1,0,0,0,0,4
K23,stat2011:50000521,statistical_area,stat2011:50000521,2011,50000521,521,loc:5000,5000,תל אביב -יפו,4,4,2306,914,886,28,פה,426,199,227,0.480813,161,6,24,3,0,0,15,0,0,0,0,0,0,0,0,27,199,2,0,0,3,0,426,0,0,0,0,0,0,20
K23,stat2011:50000522,statistical_area,stat2011:50000522,2011,50000522,522,loc:5000,5000,תל אביב -יפו,4,4,2309,985,982,3,פה,404,284,120,0.411405,161,10,19,3,0,0,27,0,0,0,0,0,0,0,0,24,284,1,0,0,1,0,404,0,0,0,0,0,1,47
K23,stat2011:50000523,statistical_area,stat2011:50000523,2011,50000523,523,loc:5000,5000,תל אביב -יפו,3,3,2067,1009,1004,5,פה,473,219,254,0.471116,201,3,31,2,0,0,21,0,0,0,0,0,0,0,0,28,219,1,0,0,0,0,473,0,0,0,0,0,0,25
K23,stat2011:50000532,statistical_area,stat2011:50000532,2011,50000532,532,loc:5000,5000,תל אביב -יפו,2,2,1055,487,487,0,פה,227,145,82,0.466119,66,4,16,1,0,0,4,0,0,0,0,0,0,0,0,10,145,0,0,0,3,0,227,0,0,1,0,0,0,10
K23,stat2011:50000533,statistical_area,stat2011:50000533,2011,50000533,533,loc:5000,5000,תל אביב -יפו,6,6,3867,2155,2142,13,פה,972,548,424,0.453782,351,26,45,1,0,0,47,0,0,0,0,0,0,0,0,50,548,5,0,0,6,1,972,1,0,0,0,0,0,89
K23,stat2011:50000541,statistical_area,stat2011:50000541,2011,50000541,541,loc:5000,5000,תל אביב -יפו,3,3,1608,845,842,3,פה,400,188,212,0.475059,188,11,33,1,0,0,10,0,0,0,0,0,0,0,0,22,154,0,0,0,2,0,400,1,1,0,0,0,0,19
K23,stat2011:50000542,statistical_area,stat2011:50000542,2011,50000542,542,loc:5000,5000,תל אביב -יפו,4,4,2345,1361,1354,7,פה,770,266,504,0.568685,266,36,49,4,0,0,25,0,0,0,0,0,0,0,0,29,158,0,0,0,3,0,770,0,0,0,0,0,0,14
K23,stat2011:50000554,statistical_area,stat2011:50000554,2011,50000554,554,loc:5000,5000,תל אביב -יפו,9,9,5811,3193,3187,6,פה,1769,651,1118,0.555067,651,48,121,5,0,0,47,0,0,0,0,0,0,0,0,89,421,3,1,0,0,0,1769,1,0,0,0,0,0,31
K23,stat2011:50000611,statistical_area,stat2011:50000611,2011,50000611,611,loc:5000,5000,תל אביב -יפו,5,5,3254,2141,2137,4,פה,1038,609,429,0.485728,609,111,138,4,0,0,21,0,0,0,0,0,0,0,0,26,163,1,1,0,0,0,1038,1,2,1,0,0,0,21
K23,stat2011:50000613,statistical_area,stat2011:50000613,2011,50000613,613,loc:5000,5000,תל אביב -יפו,2,2,1534,1180,1178,2,פה,754,196,558,0.640068,156,1,10,5,0,0,22,0,0,0,0,0,0,0,0,30,196,0,0,0,0,0,754,1,0,0,0,0,0,3
K23,stat2011:50000626,statistical_area,stat2011:50000626,2011,50000626,626,loc:5000,5000,תל אביב -יפו,4,4,2445,1466,1463,3,פה,795,270,525,0.543404,232,7,18,8,0,0,32,0,0,0,0,0,0,0,0,80,270,1,0,0,1,0,795,0,0,2,0,0,0,17
K23,stat2011:50000711,statistical_area,stat2011:50000711,2011,50000711,711,loc:5000,5000,תל אביב -יפו,3,3,2074,1121,1119,2,פה,510,255,255,0.455764,255,3,94,1,0,0,17,0,0,0,0,0,0,0,0,61,159,1,0,0,5,0,510,0,0,0,0,0,0,13
K23,stat2011:50000713,statistical_area,stat2011:50000713,2011,50000713,713,loc:5000,5000,תל אביב -יפו,3,3,1602,737,736,1,פה,316,171,145,0.429348,171,2,51,2,0,0,8,0,0,0,0,0,0,0,0,25,138,0,0,0,0,0,316,0,0,0,0,0,0,23
K23,stat2011:50000715,statistical_area,stat2011:50000715,2011,50000715,715,loc:5000,5000,תל אביב -יפו,2,2,869,482,478,4,פה,231,87,144,0.483264,87,5,64,0,0,0,11,0,0,0,0,0,0,0,0,12,62,0,0,0,0,0,231,0,0,0,0,0,0,6
K23,stat2011:50000721,statistical_area,stat2011:50000721,2011,50000721,721,loc:5000,5000,תל אביב -יפו,9,9,6022,3127,3113,14,פה,1201,956,245,0.385801,575,8,956,4,0,0,25,2,1,0,0,0,0,0,1,43,266,3,0,0,1,2,1201,1,1,0,2,0,2,19
K23,stat2011:50000723,statistical_area,stat2011:50000723,2011,50000723,723,loc:5000,5000,תל אביב -יפו,1,1,772,384,383,1,ודעם,291,48,243,0.759791,29,0,291,0,0,0,2,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,48,0,0,0,0,0,0,0
K23,stat2011:50000724,statistical_area,stat2011:50000724,2011,50000724,724,loc:5000,5000,תל אביב -יפו,2,2,1466,763,755,8,ודעם,502,105,397,0.664901,50,0,502,0,0,0,6,0,0,0,1,0,0,0,0,44,38,1,0,2,0,0,105,0,0,3,0,1,1,1
K23,stat2011:50000725,statistical_area,stat2011:50000725,2011,50000725,725,loc:5000,5000,תל אביב -יפו,3,3,2342,1271,1262,9,ודעם,817,231,586,0.647385,101,0,817,0,0,0,18,0,0,0,0,0,1,1,0,2,72,1,0,0,1,0,231,0,0,0,0,3,1,13
K23,stat2011:50000732,statistical_area,stat2011:50000732,2011,50000732,732,loc:5000,5000,תל אביב -יפו,5,5,3653,1973,1959,14,ודעם,954,466,488,0.486983,297,2,954,1,0,0,15,0,0,0,0,0,0,1,0,27,161,1,0,0,10,1,466,0,0,1,1,0,0,21
K23,stat2011:50000733,statistical_area,stat2011:50000733,2011,50000733,733,loc:5000,5000,תל אביב -יפו,3,3,1609,972,968,4,ודעם,448,258,190,0.46281,131,3,448,0,0,0,6,0,0,0,0,0,0,0,0,7,99,7,0,0,0,0,258,1,0,0,0,0,0,8
K23,stat2011:50000734,statistical_area,stat2011:50000734,2011,50000734,734,loc:5000,5000,תל אביב -יפו,4,4,2721,1444,1430,14,ודעם,900,224,676,0.629371,107,3,900,1,0,0,23,0,1,0,0,1,0,0,0,21,132,0,0,0,2,1,224,2,3,0,0,0,0,9
K23,stat2011:50000735,statistical_area,stat2011:50000735,2011,50000735,735,loc:5000,5000,תל אביב -יפו,5,5,2529,1250,1234,16,מחל,481,218,263,0.389789,46,5,218,1,1,0,23,0,0,0,1,0,0,0,2,158,481,1,0,0,3,1,199,1,0,1,0,0,2,90
K23,stat2011:50000736,statistical_area,stat2011:50000736,2011,50000736,736,loc:5000,5000,תל אביב -יפו,8,8,4718,2531,2519,12,מחל,1010,481,529,0.400953,106,10,417,0,0,0,32,0,0,0,0,1,0,0,0,238,1010,3,2,0,5,0,481,0,0,1,1,0,0,212
K23,stat2011:50000743,statistical_area,stat2011:50000743,2011,50000743,743,loc:5000,5000,תל אביב -יפו,4,4,2347,1416,1406,10,מחל,633,448,185,0.450213,44,8,5,0,0,0,27,0,0,0,0,0,0,0,0,52,633,1,0,0,7,0,181,0,0,0,0,0,0,448
K23,stat2011:50000744,statistical_area,stat2011:50000744,2011,50000744,744,loc:5000,5000,תל אביב -יפו,7,7,4036,2577,2561,16,מחל,1254,726,528,0.489652,76,27,11,1,0,0,54,0,0,0,0,0,0,0,1,83,1254,2,3,0,8,0,313,0,1,0,1,0,0,726
K23,stat2011:50000745,statistical_area,stat2011:50000745,2011,50000745,745,loc:5000,5000,תל אביב -יפו,5,5,3366,1762,1751,11,ודעם,452,452,0,0.258138,198,7,452,0,0,0,43,0,0,2,0,0,0,0,1,59,442,2,0,0,8,1,452,0,0,0,0,0,0,84
K23,stat2011:50000746,statistical_area,stat2011:50000746,2011,50000746,746,loc:5000,5000,תל אביב -יפו,5,5,3444,1764,1736,28,מחל,775,308,467,0.446429,91,9,151,4,0,0,41,1,0,0,0,0,0,1,1,166,775,1,0,0,8,0,308,1,1,2,1,0,1,173
K23,stat2011:50000747,statistical_area,stat2011:50000747,2011,50000747,747,loc:5000,5000,תל אביב -יפו,3,3,1579,924,920,4,מחל,350,197,153,0.380435,39,4,59,1,0,0,19,0,0,0,0,1,1,0,1,133,350,0,0,0,3,0,197,1,0,1,1,0,1,108
K23,stat2011:50000748,statistical_area,stat2011:50000748,2011,50000748,748,loc:5000,5000,תל אביב -יפו,5,5,3359,1721,1710,11,מחל,468,386,82,0.273684,216,6,383,2,0,0,25,0,0,0,1,0,0,0,1,72,468,0,0,1,3,1,386,0,0,0,1,1,1,142
K23,stat2011:50000811,statistical_area,stat2011:50000811,2011,50000811,811,loc:5000,5000,תל אביב -יפו,3,3,1841,990,989,1,פה,454,290,164,0.45905,290,2,42,4,0,0,17,0,0,0,0,0,0,1,0,22,136,0,0,0,0,0,454,1,2,0,0,0,0,18
K23,stat2011:50000812,statistical_area,stat2011:50000812,2011,50000812,812,loc:5000,5000,תל אביב -יפו,12,12,7389,4259,4249,10,פה,2170,984,1186,0.510708,984,12,199,18,0,0,58,0,0,0,0,0,0,2,1,123,606,5,1,0,5,2,2170,1,1,0,0,1,0,60
K23,stat2011:50000813,statistical_area,stat2011:50000813,2011,50000813,813,loc:5000,5000,תל אביב -יפו,3,3,2327,1333,1330,3,פה,666,342,324,0.500752,342,5,61,2,0,0,23,0,1,0,0,0,0,0,0,40,168,1,0,0,3,0,666,0,0,0,0,0,0,18
K23,stat2011:50000814,statistical_area,stat2011:50000814,2011,50000814,814,loc:5000,5000,תל אביב -יפו,6,6,3897,1631,1622,9,פה,596,366,230,0.367448,354,17,130,1,0,0,23,0,3,0,0,0,0,0,0,59,366,2,0,0,5,0,596,0,1,0,0,0,0,65
K23,stat2011:50000815,statistical_area,stat2011:50000815,2011,50000815,815,loc:5000,5000,תל אביב -יפו,5,5,3278,1052,1047,5,פה,405,274,131,0.386819,198,12,52,2,0,0,19,0,0,0,0,0,0,0,0,52,274,0,0,0,4,0,405,1,0,0,0,0,0,28
K23,stat2011:50000822,statistical_area,stat2011:50000822,2011,50000822,822,loc:5000,5000,תל אביב -יפו,2,2,1309,719,715,4,מחל,188,180,8,0.262937,165,5,63,3,0,0,13,0,0,0,0,0,0,0,1,11,188,1,0,0,8,0,180,1,0,0,0,0,0,76
K23,stat2011:50000823,statistical_area,stat2011:50000823,2011,50000823,823,loc:5000,5000,תל אביב -יפו,2,2,1371,805,797,8,מחל,359,137,222,0.450439,74,11,18,1,0,0,49,0,0,0,0,0,0,0,0,20,359,0,0,0,3,0,123,0,1,0,0,0,1,137
K23,stat2011:50000824,statistical_area,stat2011:50000824,2011,50000824,824,loc:5000,5000,תל אביב -יפו,4,4,2399,1341,1328,13,מחל,465,302,163,0.350151,181,31,66,1,0,0,20,0,0,0,0,0,1,0,1,21,465,0,0,0,11,0,228,0,0,0,0,0,0,302
K23,stat2011:50000832,statistical_area,stat2011:50000832,2011,50000832,832,loc:5000,5000,תל אביב -יפו,4,4,2619,1690,1678,12,מחל,777,332,445,0.463051,147,25,27,0,0,0,36,0,0,1,0,0,0,0,2,31,777,0,0,0,6,0,294,0,0,0,0,0,0,332
K23,stat2011:50000833,statistical_area,stat2011:50000833,2011,50000833,833,loc:5000,5000,תל אביב -יפו,8,8,5009,3303,3274,29,מחל,1577,851,726,0.481674,175,49,47,3,0,0,80,0,0,0,0,0,1,0,0,57,1577,1,0,0,13,2,416,0,2,0,0,0,0,851
K23,stat2011:50000911,statistical_area,stat2011:50000911,2011,50000911,911,loc:5000,5000,תל אביב -יפו,2,2,1410,1064,1061,3,פה,539,241,298,0.508011,123,24,8,0,0,0,79,0,0,0,0,0,0,0,1,29,241,1,0,0,3,0,539,0,0,0,0,0,0,13
K23,stat2011:50000912,statistical_area,stat2011:50000912,2011,50000912,912,loc:5000,5000,תל אביב -יפו,9,9,5892,4190,4183,7,פה,2287,921,1366,0.546737,472,64,43,11,0,0,188,0,1,0,0,0,0,1,1,128,921,1,2,0,7,0,2287,0,0,1,0,0,1,54
K23,stat2011:50000914,statistical_area,stat2011:50000914,2011,50000914,914,loc:5000,5000,תל אביב -יפו,1,1,706,565,565,0,פה,343,96,247,0.60708,84,3,5,2,0,0,12,1,0,0,0,0,0,0,0,10,96,0,0,0,1,0,343,0,0,0,0,0,0,8
K23,stat2011:50000915,statistical_area,stat2011:50000915,2011,50000915,915,loc:5000,5000,תל אביב -יפו,4,4,2641,1743,1740,3,פה,679,510,169,0.39023,315,6,34,0,0,0,40,0,0,0,0,0,0,0,0,50,510,2,0,0,5,0,679,0,1,0,0,0,0,98
K23,stat2011:50000916,statistical_area,stat2011:50000916,2011,50000916,916,loc:5000,5000,תל אביב -יפו,3,3,1774,1218,1215,3,פה,431,423,8,0.354733,191,6,25,1,0,0,23,0,0,0,0,0,0,0,0,22,423,1,0,0,3,0,431,2,0,0,0,0,0,87
K23,stat2011:50000921,statistical_area,stat2011:50000921,2011,50000921,921,loc:5000,5000,תל אביב -יפו,7,7,4047,2594,2582,12,פה,942,932,10,0.364833,235,26,21,5,0,0,88,0,0,0,0,0,0,0,0,94,932,0,1,0,11,0,942,1,0,0,0,0,2,224
K23,stat2011:50000922,statistical_area,stat2011:50000922,2011,50000922,922,loc:5000,5000,תל אביב -יפו,3,3,1853,1240,1238,2,פה,525,356,169,0.424071,139,9,15,2,0,0,40,0,0,0,0,0,0,0,1,47,356,0,1,0,5,0,525,0,0,0,0,0,1,97
K23,stat2011:50000923,statistical_area,stat2011:50000923,2011,50000923,923,loc:5000,5000,תל אביב -יפו,2,2,1039,663,659,4,מחל,281,149,132,0.426404,63,18,6,2,0,0,23,0,0,0,0,0,0,0,0,24,281,1,0,0,4,0,149,0,1,0,0,0,0,87
K23,stat2011:50000924,statistical_area,stat2011:50000924,2011,50000924,924,loc:5000,5000,תל אביב -יפו,2,2,1107,764,759,5,מחל,416,156,260,0.54809,25,4,3,1,0,0,21,0,1,0,0,0,0,0,0,21,416,0,0,0,0,0,111,0,0,0,0,0,0,156
K23,stat2011:50000925,statistical_area,stat2011:50000925,2011,50000925,925,loc:5000,5000,תל אביב -יפו,7,7,4156,2463,2446,17,מחל,1182,527,655,0.483238,138,43,16,1,0,0,74,0,0,0,0,0,0,0,0,76,1182,3,0,0,8,0,527,0,0,0,0,1,0,377
K23,stat2011:50000926,statistical_area,stat2011:50000926,2011,50000926,926,loc:5000,5000,תל אביב -יפו,4,4,2325,1511,1504,7,מחל,578,464,114,0.384309,161,18,20,1,0,0,45,0,0,0,0,0,0,0,0,46,578,0,0,1,2,0,464,0,0,0,0,0,0,168
K23,stat2011:50000927,statistical_area,stat2011:50000927,2011,50000927,927,loc:5000,5000,תל אביב -יפו,8,8,4512,2998,2982,16,מחל,1042,839,203,0.34943,332,62,38,3,0,0,145,0,0,1,0,0,0,0,0,84,1042,2,2,0,20,0,839,0,0,0,0,0,0,412
K23,stat2011:50000928,statistical_area,stat2011:50000928,2011,50000928,928,loc:5000,5000,תל אביב -יפו,1,1,504,261,258,3,פה,89,80,9,0.344961,26,6,1,4,0,0,7,0,0,0,0,0,0,0,0,15,80,0,0,0,1,0,89,0,0,0,0,1,0,28
K23,stat2011:50000929,statistical_area,stat2011:50000929,2011,50000929,929,loc:5000,5000,תל אביב -יפו,6,6,3306,1985,1977,8,מחל,879,440,439,0.444613,168,37,24,3,0,0,57,0,0,0,0,0,0,0,0,88,879,1,1,0,25,0,440,0,0,0,0,0,0,254
K23,stat2011:50000931,statistical_area,stat2011:50000931,2011,50000931,931,loc:5000,5000,תל אביב -יפו,2,2,1168,500,498,2,מחל,256,86,170,0.514056,39,7,9,1,0,0,10,1,0,0,0,0,0,0,0,24,256,0,0,0,3,0,86,0,0,0,0,0,0,62
K23,stat2011:50000933,statistical_area,stat2011:50000933,2011,50000933,933,loc:5000,5000,תל אביב -יפו,5,5,3252,2008,1993,15,מחל,1030,447,583,0.516809,99,43,15,2,0,0,57,0,0,0,0,1,0,0,0,66,1030,0,0,0,12,0,219,2,0,0,0,0,0,447
K23,stat2011:50000934,statistical_area,stat2011:50000934,2011,50000934,934,loc:5000,5000,תל אביב -יפו,7,7,4014,2274,2256,18,מחל,1179,453,726,0.522606,89,35,23,2,1,0,45,0,0,0,0,0,1,0,0,83,1179,4,0,1,10,0,328,0,0,0,0,0,2,453
K23,stat2011:50000935,statistical_area,stat2011:50000935,2011,50000935,935,loc:5000,5000,תל אביב -יפו,4,4,1684,879,869,10,מחל,469,147,322,0.539701,47,12,16,0,0,0,17,0,0,0,0,1,1,1,0,32,469,0,0,0,7,1,114,0,0,1,2,0,1,147
K23,stat2011:50000936,statistical_area,stat2011:50000936,2011,50000936,936,loc:5000,5000,תל אביב -יפו,1,1,728,445,443,2,מחל,245,87,158,0.553047,20,4,5,0,0,0,10,0,0,0,0,0,0,0,0,13,245,0,0,0,2,0,87,0,0,0,0,0,0,57
K23,stat2011:50000937,statistical_area,stat2011:50000937,2011,50000937,937,loc:5000,5000,תל אביב -יפו,9,9,5893,3597,3580,17,מחל,1834,565,1269,0.512291,105,113,13,3,0,0,69,1,0,0,0,0,0,0,2,347,1834,0,0,0,24,0,565,0,0,1,0,0,2,501
K23,stat2011:50000941,statistical_area,stat2011:50000941,2011,50000941,941,loc:5000,5000,תל אביב -יפו,1,1,603,430,427,3,מחל,207,112,95,0.484778,9,7,1,0,0,0,14,0,0,0,0,0,0,0,0,23,207,0,0,0,0,0,54,0,0,0,0,0,0,112
K23,stat2011:50000942,statistical_area,stat2011:50000942,2011,50000942,942,loc:5000,5000,תל אביב -יפו,15,15,8657,5517,5479,38,מחל,2602,1065,1537,0.474904,200,96,6,5,0,0,147,2,1,0,0,1,0,0,1,446,2602,5,1,1,27,0,1065,1,1,0,0,0,1,870
K23,stat2011:50000945,statistical_area,stat2011:50000945,2011,50000945,945,loc:5000,5000,תל אביב -יפו,6,6,4074,2624,2618,6,מחל,1273,520,753,0.486249,136,49,4,4,1,0,102,0,0,0,1,0,0,0,0,165,1273,1,1,0,11,1,520,2,1,0,0,0,1,345
K23,stat2011:50000946,statistical_area,stat2011:50000946,2011,50000946,946,loc:5000,5000,תל אביב -יפו,2,2,1163,678,674,4,מחל,277,167,110,0.410979,43,9,6,0,0,0,28,0,0,0,0,0,0,0,0,70,277,0,0,0,3,0,167,0,0,0,0,0,0,71
K23,stat2011:50000947,statistical_area,stat2011:50000947,2011,50000947,947,loc:5000,5000,תל אביב -יפו,11,11,6732,4105,4079,26,מחל,1752,1119,633,0.429517,222,44,11,3,0,0,115,1,0,0,0,0,0,1,3,416,1752,4,1,0,11,0,1119,1,0,0,1,1,2,371
K23,stat2011:5040001,statistical_area,stat2011:5040001,2011,5040001,1,loc:504,504,כאבול,11,11,8073,6660,6643,17,ודעם,6577,12,6565,0.990065,10,5,6577,0,1,0,0,2,0,10,0,2,0,0,0,0,12,1,1,0,2,4,7,0,0,0,2,1,0,6
K23,stat2011:5050001,statistical_area,stat2011:5050001,2011,5050001,1,loc:505,505,כאוכב אבו אל-היג'א,4,4,2632,2132,2127,5,ודעם,2112,7,2105,0.992948,4,1,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0
K23,stat2011:5070001,statistical_area,stat2011:5070001,2011,5070001,1,loc:507,507,כפר יאסיף,11,11,7927,5562,5530,32,ודעם,5091,134,4957,0.920615,116,0,5091,1,0,0,0,0,0,5,0,0,0,1,0,57,97,2,0,0,1,2,134,0,0,2,0,0,1,20
K23,stat2011:5080001,statistical_area,stat2011:5080001,2011,5080001,1,loc:508,508,כפר כמא,4,4,2597,1099,1095,4,פה,754,155,599,0.688584,139,1,155,0,0,0,1,0,1,2,0,0,0,0,1,16,21,0,0,0,2,1,754,0,1,0,0,0,0,0
K23,stat2011:5110001,statistical_area,stat2011:5110001,2011,5110001,1,loc:511,511,עילוט,7,7,5255,3301,3281,20,ודעם,3220,11,3209,0.981408,11,0,3220,0,0,0,3,0,1,1,0,0,1,1,1,0,8,1,0,1,2,7,6,2,1,1,2,4,3,4
K23,stat2011:5120001,statistical_area,stat2011:5120001,2011,5120001,1,loc:512,512,כפר מצר,3,3,1812,1179,1177,2,ודעם,1060,44,1016,0.900595,38,1,1060,0,0,0,1,0,0,1,0,0,0,1,0,0,7,1,1,0,1,0,20,0,0,0,0,0,1,44
K23,stat2011:5140001,statistical_area,stat2011:5140001,2011,5140001,1,loc:514,514,עין ראפה,1,1,657,373,360,13,ודעם,308,23,285,0.855556,16,3,308,0,0,0,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,23,0,0,0,0,0,0,0
K23,stat2011:5170001,statistical_area,stat2011:5170001,2011,5170001,1,loc:517,517,מזרעה,4,4,2911,2238,2228,10,ודעם,2183,16,2167,0.979803,16,0,2183,0,0,0,1,0,1,2,0,0,0,0,0,0,4,0,2,0,1,1,11,0,0,1,0,0,1,4
K23,stat2011:5180001,statistical_area,stat2011:5180001,2011,5180001,1,loc:518,518,מעיליא,4,4,2552,1831,1827,4,ודעם,1587,89,1498,0.868637,89,1,1587,0,0,0,0,0,0,0,0,0,0,0,2,44,9,1,0,0,1,1,77,0,1,1,0,0,0,13
K23,stat2011:5200001,statistical_area,stat2011:5200001,2011,5200001,1,loc:520,520,משהד,8,8,5592,3790,3773,17,ודעם,3697,26,3671,0.979857,16,0,3697,0,1,0,0,0,0,0,0,0,0,0,1,1,26,1,0,0,0,0,17,0,0,1,2,1,4,5
K23,stat2011:520001,statistical_area,stat2011:520001,2011,520001,1,loc:52,52,לוזית,1,1,458,357,356,1,מחל,156,76,80,0.438202,24,4,3,1,0,0,22,0,0,0,0,0,0,0,0,4,156,0,0,0,2,0,76,1,2,0,0,0,2,59
K23,stat2011:5210001,statistical_area,stat2011:5210001,2011,5210001,1,loc:521,521,עין נקובא,3,3,1680,955,937,18,ודעם,802,75,727,0.855923,12,0,802,1,0,0,2,0,0,3,0,0,0,0,2,0,28,0,1,0,1,2,75,0,0,2,1,1,1,3
K23,stat2011:5230001,statistical_area,stat2011:5230001,2011,5230001,1,loc:523,523,ניין,2,2,1345,881,877,4,ודעם,632,210,422,0.720639,210,0,632,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,24,0,1,1,0,1,1,0
K23,stat2011:5240001,statistical_area,stat2011:5240001,2011,5240001,1,loc:524,524,נאעורה,2,2,1469,1045,1039,6,ודעם,957,55,902,0.921078,55,0,957,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,20,0,0,0,0,0,0,0
K23,stat2011:5250001,statistical_area,stat2011:5250001,2011,5250001,1,loc:525,525,סאג'ור,5,5,3024,1428,1421,7,אמת,465,341,124,0.327234,465,129,78,0,0,0,6,0,1,0,0,0,0,0,0,95,283,0,0,0,1,0,341,2,0,0,0,0,0,20
K23,stat2011:5260001,statistical_area,stat2011:5260001,2011,5260001,1,loc:526,526,סולם,3,3,2012,1338,1335,3,ודעם,1268,32,1236,0.949813,27,2,1268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,2,0,0,0,2,1
K23,stat2011:5270001,statistical_area,stat2011:5270001,2011,5270001,1,loc:527,527,שזור,1,1,279,217,217,0,מחל,159,34,125,0.732719,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,159,1,0,0,2,0,34,0,0,0,0,0,0,12
K23,stat2011:5280001,statistical_area,stat2011:5280001,2011,5280001,1,loc:528,528,עוזייר,3,3,2014,1283,1279,4,ודעם,1223,36,1187,0.956216,36,0,1223,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,8,0,0,1,0,0,0,7
K23,stat2011:5300001,statistical_area,stat2011:5300001,2011,5300001,1,loc:530,530,עיילבון,6,6,4158,2922,2912,10,ודעם,2281,219,2062,0.78331,205,3,2281,0,0,0,0,0,0,1,0,1,0,0,2,59,107,1,0,0,0,2,219,0,1,3,0,0,1,26
