source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס,unresolved_reason
K22:6262,K22,6262,9999,מעטפות חיצוניות,327,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,288,288,0,14,26,2,0,0,0,2,25,0,1,0,0,0,0,0,3,14,73,13,0,0,0,86,0,0,0,0,0,0,0,1,28,Non-geographic row is counted but not mapped
K22:6263,K22,6263,9999,מעטפות חיצוניות,328,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,299,1,13,20,20,0,0,0,4,27,0,1,0,1,0,0,0,6,12,72,18,0,0,0,75,1,0,0,0,0,0,0,0,29,Non-geographic row is counted but not mapped
K22:6264,K22,6264,9999,מעטפות חיצוניות,329,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,288,287,1,12,31,3,1,0,0,1,20,1,1,0,0,0,0,0,1,22,60,9,0,0,0,87,0,0,0,0,0,0,0,1,37,Non-geographic row is counted but not mapped
K22:6265,K22,6265,9999,מעטפות חיצוניות,330,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,299,1,19,27,1,0,0,0,1,20,0,1,0,0,0,0,0,6,15,80,19,0,0,0,89,0,0,0,0,0,0,0,0,21,Non-geographic row is counted but not mapped
K22:6266,K22,6266,9999,מעטפות חיצוניות,331,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,299,1,15,24,66,0,0,0,0,11,0,0,0,0,0,0,0,1,18,48,10,0,0,0,83,0,0,0,0,0,2,0,1,20,Non-geographic row is counted but not mapped
K22:6267,K22,6267,9999,מעטפות חיצוניות,332,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,296,4,8,1,2,0,0,0,0,33,0,2,0,0,0,0,0,5,19,100,18,0,0,0,102,0,0,0,0,0,0,1,0,5,Non-geographic row is counted but not mapped
K22:6268,K22,6268,9999,מעטפות חיצוניות,333,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,298,2,16,10,9,0,0,0,2,40,0,4,0,0,0,0,0,12,6,70,9,0,0,0,102,1,1,0,0,0,0,0,0,16,Non-geographic row is counted but not mapped
K22:6269,K22,6269,9999,מעטפות חיצוניות,334,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,300,0,13,13,1,0,0,0,1,39,0,2,0,0,0,0,0,8,22,71,14,0,0,0,104,0,1,0,0,0,0,0,1,10,Non-geographic row is counted but not mapped
K22:6270,K22,6270,9999,מעטפות חיצוניות,335,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,280,278,2,7,52,5,0,0,0,0,28,0,2,0,0,0,0,0,7,12,68,6,0,0,0,72,0,0,0,0,0,0,0,1,18,Non-geographic row is counted but not mapped
K22:6271,K22,6271,9999,מעטפות חיצוניות,336,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,298,2,5,21,9,0,0,0,1,47,0,0,0,0,0,0,0,27,14,78,5,0,0,0,60,0,0,0,0,0,0,1,0,30,Non-geographic row is counted but not mapped
K22:6272,K22,6272,9999,מעטפות חיצוניות,337,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,302,301,1,25,19,9,0,0,0,0,31,0,2,0,0,0,0,0,11,17,66,23,0,0,0,75,0,1,0,0,0,0,0,0,22,Non-geographic row is counted but not mapped
K22:6273,K22,6273,9999,מעטפות חיצוניות,338,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,294,293,1,12,12,25,0,0,0,2,12,1,1,1,1,0,0,0,4,18,96,11,0,3,0,75,1,0,0,0,1,0,0,0,17,Non-geographic row is counted but not mapped
K22:6274,K22,6274,9999,מעטפות חיצוניות,339,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,306,304,2,12,27,31,0,1,0,0,29,0,0,0,0,0,0,0,11,19,89,10,0,0,0,60,0,0,0,0,0,0,0,0,15,Non-geographic row is counted but not mapped
K22:6275,K22,6275,9999,מעטפות חיצוניות,340,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,295,290,5,18,36,11,0,0,0,1,25,0,0,0,0,0,0,0,8,15,55,19,0,0,0,80,0,0,0,0,0,0,0,1,21,Non-geographic row is counted but not mapped
K22:6276,K22,6276,9999,מעטפות חיצוניות,341,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,239,238,1,9,27,5,0,0,0,0,16,0,0,0,0,0,0,0,13,6,52,8,0,0,0,64,0,0,0,0,0,0,0,0,38,Non-geographic row is counted but not mapped
K22:6277,K22,6277,9999,מעטפות חיצוניות,342,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,287,285,2,14,55,5,0,0,0,0,14,0,0,0,0,0,0,0,5,13,54,16,0,0,0,46,1,0,0,0,0,1,0,1,60,Non-geographic row is counted but not mapped
K22:6278,K22,6278,9999,מעטפות חיצוניות,343,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,302,299,3,13,26,25,0,0,0,0,17,0,1,0,0,0,0,0,9,14,70,9,0,0,0,90,0,0,0,0,0,0,0,0,25,Non-geographic row is counted but not mapped
K22:6279,K22,6279,9999,מעטפות חיצוניות,344,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,301,300,1,21,20,6,0,0,0,1,30,0,1,0,0,0,0,0,15,13,71,13,0,0,0,87,0,1,0,0,1,0,0,0,20,Non-geographic row is counted but not mapped
K22:6280,K22,6280,9999,מעטפות חיצוניות,345,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,295,295,0,6,39,2,0,0,0,1,33,0,0,0,0,0,0,0,8,10,56,18,1,0,0,91,0,0,0,0,0,0,0,0,30,Non-geographic row is counted but not mapped
K22:6281,K22,6281,9999,מעטפות חיצוניות,347,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,302,301,1,9,17,12,0,0,0,0,28,0,2,0,0,0,0,0,3,15,62,32,1,0,0,102,0,0,0,0,0,0,0,0,18,Non-geographic row is counted but not mapped
K22:6282,K22,6282,9999,מעטפות חיצוניות,348,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,296,4,18,56,4,0,0,0,0,20,0,0,0,0,0,0,0,4,10,56,11,0,0,0,81,1,0,0,0,0,0,0,0,35,Non-geographic row is counted but not mapped
K22:6283,K22,6283,9999,מעטפות חיצוניות,349,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,259,259,0,16,27,3,0,0,0,0,19,0,1,0,0,0,0,0,5,6,59,10,0,0,0,79,0,0,0,0,0,0,0,1,33,Non-geographic row is counted but not mapped
K22:6284,K22,6284,9999,מעטפות חיצוניות,351,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,299,1,8,34,15,0,0,0,2,21,0,2,0,0,0,0,0,15,15,79,7,0,0,0,57,0,1,0,0,1,0,0,0,42,Non-geographic row is counted but not mapped
K22:6285,K22,6285,9999,מעטפות חיצוניות,352,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,301,294,7,14,27,20,0,0,0,0,24,0,0,0,0,0,0,0,14,10,66,15,0,0,0,71,0,1,0,0,0,0,0,1,31,Non-geographic row is counted but not mapped
K22:6286,K22,6286,9999,מעטפות חיצוניות,353,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,308,300,8,17,23,16,0,0,0,0,39,0,0,0,0,0,0,0,10,10,79,16,0,0,0,63,0,1,0,0,0,0,0,2,24,Non-geographic row is counted but not mapped
K22:6287,K22,6287,9999,מעטפות חיצוניות,354,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,312,312,0,14,13,15,0,0,0,0,29,0,0,0,0,0,0,0,6,11,78,24,0,0,0,100,0,0,0,0,0,0,0,1,21,Non-geographic row is counted but not mapped
K22:6288,K22,6288,9999,מעטפות חיצוניות,355,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,320,319,1,9,77,11,0,0,0,0,39,0,1,0,0,0,0,0,14,10,54,9,0,0,0,56,0,1,0,0,0,0,0,0,38,Non-geographic row is counted but not mapped
K22:6289,K22,6289,9999,מעטפות חיצוניות,356,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,300,0,4,64,11,0,0,0,0,28,0,0,0,0,0,0,0,21,7,63,2,0,0,0,46,1,0,0,0,0,0,0,0,53,Non-geographic row is counted but not mapped
K22:6290,K22,6290,9999,מעטפות חיצוניות,357,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,317,310,7,17,31,18,1,0,0,2,48,0,1,0,0,0,0,0,12,10,65,10,1,0,0,64,1,0,0,0,1,1,0,0,27,Non-geographic row is counted but not mapped
K22:6291,K22,6291,9999,מעטפות חיצוניות,358,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,298,2,19,6,9,0,0,0,0,34,0,1,0,0,1,0,0,16,15,63,21,0,0,0,95,0,0,0,0,0,0,0,0,18,Non-geographic row is counted but not mapped
K22:6292,K22,6292,9999,מעטפות חיצוניות,359,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,304,299,5,20,25,19,0,0,0,0,34,0,0,0,0,0,0,0,9,17,70,14,0,0,0,54,0,1,0,0,0,0,0,0,36,Non-geographic row is counted but not mapped
K22:6293,K22,6293,9999,מעטפות חיצוניות,360,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,299,296,3,15,35,19,0,0,0,0,34,0,1,0,0,0,0,0,11,11,66,9,0,0,0,59,0,0,1,0,0,0,0,0,35,Non-geographic row is counted but not mapped
K22:6294,K22,6294,9999,מעטפות חיצוניות,361,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,284,282,2,16,33,1,0,0,0,0,33,0,1,0,0,0,0,0,12,13,66,8,0,0,0,67,0,1,0,0,0,0,0,0,31,Non-geographic row is counted but not mapped
K22:6295,K22,6295,9999,מעטפות חיצוניות,362,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,300,0,16,37,8,0,0,0,3,28,0,1,0,0,0,0,0,6,9,66,14,0,0,0,83,0,1,0,0,0,0,0,0,28,Non-geographic row is counted but not mapped
K22:6296,K22,6296,9999,מעטפות חיצוניות,363,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,301,301,0,18,9,13,0,0,0,1,28,0,0,0,0,0,0,0,5,22,74,12,0,0,0,83,0,0,0,0,1,0,0,0,35,Non-geographic row is counted but not mapped
K22:6297,K22,6297,9999,מעטפות חיצוניות,364,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,278,278,0,7,40,9,0,0,0,1,18,0,0,0,0,0,0,2,3,15,80,7,0,0,0,50,0,0,0,0,0,0,0,1,45,Non-geographic row is counted but not mapped
K22:6298,K22,6298,9999,מעטפות חיצוניות,365,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,287,285,2,12,17,21,0,0,0,2,26,0,2,0,1,0,0,0,6,11,73,12,0,0,0,63,0,3,0,0,0,0,0,0,36,Non-geographic row is counted but not mapped
K22:6299,K22,6299,9999,מעטפות חיצוניות,366,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,301,298,3,14,11,14,0,0,0,0,48,0,0,0,0,0,0,0,18,12,74,14,0,0,0,69,0,0,0,0,0,0,0,0,24,Non-geographic row is counted but not mapped
K22:6300,K22,6300,9999,מעטפות חיצוניות,367,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,302,298,4,12,19,9,0,0,0,1,62,0,0,0,0,0,0,0,16,16,56,11,0,0,0,76,0,0,0,0,0,0,0,0,20,Non-geographic row is counted but not mapped
K22:6301,K22,6301,9999,מעטפות חיצוניות,368,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,298,295,3,19,13,14,0,0,0,1,30,0,2,0,0,0,0,0,4,12,90,17,0,0,0,64,0,0,0,0,0,0,2,0,27,Non-geographic row is counted but not mapped
K22:6302,K22,6302,9999,מעטפות חיצוניות,369,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,301,299,2,15,55,1,0,0,0,0,33,0,2,0,0,0,0,0,12,9,43,11,0,0,0,67,0,0,0,0,0,0,0,0,51,Non-geographic row is counted but not mapped
K22:6303,K22,6303,9999,מעטפות חיצוניות,370,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,997,4,36,9,26,0,0,0,4,72,0,5,0,0,0,0,0,23,50,340,53,0,0,0,334,1,1,0,1,0,0,0,0,42,Non-geographic row is counted but not mapped
K22:6304,K22,6304,9999,מעטפות חיצוניות,371,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,305,304,1,8,37,11,0,0,0,0,31,0,3,0,2,0,0,0,5,16,73,9,0,0,0,73,0,0,0,0,0,0,0,1,35,Non-geographic row is counted but not mapped
K22:6305,K22,6305,9999,מעטפות חיצוניות,372,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,275,273,2,16,26,19,0,0,0,0,32,0,1,0,0,0,0,0,9,14,55,9,0,0,0,56,1,0,0,0,1,0,0,0,34,Non-geographic row is counted but not mapped
K22:6306,K22,6306,9999,מעטפות חיצוניות,373,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,294,292,2,18,43,25,0,0,0,0,30,0,0,0,0,0,0,0,8,6,46,11,0,0,0,61,0,0,0,0,0,0,0,0,44,Non-geographic row is counted but not mapped
K22:6307,K22,6307,9999,מעטפות חיצוניות,374,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,311,310,1,13,26,31,0,0,0,0,20,0,3,0,0,0,0,1,3,13,66,14,0,0,0,76,0,1,0,0,0,0,0,0,43,Non-geographic row is counted but not mapped
K22:6308,K22,6308,9999,מעטפות חיצוניות,375,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,601,600,1,34,29,46,0,0,0,1,79,0,3,1,0,0,0,2,20,23,126,24,0,0,0,155,1,0,0,0,1,0,2,0,53,Non-geographic row is counted but not mapped
K22:6309,K22,6309,9999,מעטפות חיצוניות,376,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,498,497,1,39,32,41,0,0,0,2,37,0,1,0,0,0,0,0,9,14,106,48,0,0,0,142,0,0,0,0,0,0,0,0,26,Non-geographic row is counted but not mapped
K22:6310,K22,6310,9999,מעטפות חיצוניות,380,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,299,1,17,11,22,0,0,0,1,35,0,3,0,0,0,0,0,7,12,51,20,0,0,0,95,0,0,0,0,0,0,0,0,25,Non-geographic row is counted but not mapped
K22:6311,K22,6311,9999,מעטפות חיצוניות,381,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,300,294,6,6,14,17,0,0,0,0,14,0,1,0,0,0,0,0,7,27,82,8,0,0,0,87,1,0,0,0,0,0,0,1,29,Non-geographic row is counted but not mapped
K22:6312,K22,6312,9999,מעטפות חיצוניות,390,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,162,161,1,10,6,24,0,0,0,0,12,0,1,0,0,0,0,0,0,14,43,14,0,0,0,31,0,1,0,0,0,0,0,0,5,Non-geographic row is counted but not mapped
K22:6371,K22,6371,1327,מעלה עירון,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,584,257,253,4,3,0,238,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6372,K22,6372,1327,מעלה עירון,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,654,376,375,1,1,0,350,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,4,0,1,0,3,0,0,1,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6373,K22,6373,1327,מעלה עירון,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,637,351,350,1,1,0,342,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6374,K22,6374,1327,מעלה עירון,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,592,258,254,4,0,0,238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,9,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6375,K22,6375,1327,מעלה עירון,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,654,223,223,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6376,K22,6376,1327,מעלה עירון,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,478,285,282,3,0,0,260,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,10,0,0,0,0,1,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6377,K22,6377,1327,מעלה עירון,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,716,262,259,3,1,0,241,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6378,K22,6378,1327,מעלה עירון,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,598,329,324,5,1,0,315,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6379,K22,6379,1327,מעלה עירון,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,583,323,323,0,1,0,308,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5,0,1,0,2,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6380,K22,6380,1327,מעלה עירון,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,710,334,332,2,2,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6381,K22,6381,1327,מעלה עירון,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,721,274,271,3,1,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6382,K22,6382,1327,מעלה עירון,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,556,292,289,3,6,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,5,0,1,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6383,K22,6383,1327,מעלה עירון,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,530,300,299,1,4,0,290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6384,K22,6384,1327,מעלה עירון,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,588,266,264,2,2,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,1,0,0,2,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6385,K22,6385,1327,מעלה עירון,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,607,303,299,4,3,0,267,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,11,0,2,0,4,0,0,0,0,1,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6386,K22,6386,1327,מעלה עירון,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,528,289,288,1,2,1,281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6682,K22,6682,522,נחף,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,748,484,483,1,1,0,457,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,6,0,1,0,7,0,0,0,0,0,2,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6683,K22,6683,522,נחף,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,704,436,436,0,1,0,411,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,7,0,0,0,4,0,0,2,0,0,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6684,K22,6684,522,נחף,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,666,422,422,0,0,0,407,0,0,0,1,1,0,0,0,0,1,0,7,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6685,K22,6685,522,נחף,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,630,400,400,0,1,7,337,0,0,0,0,0,0,0,0,0,1,0,35,3,0,0,1,0,3,0,3,0,0,0,0,0,0,2,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6686,K22,6686,522,נחף,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,657,425,420,5,0,1,345,0,1,0,0,0,0,0,0,1,0,0,49,1,0,0,3,0,1,0,3,0,0,0,0,0,2,1,0,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6687,K22,6687,522,נחף,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,740,449,448,1,0,0,433,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6688,K22,6688,522,נחף,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,684,435,434,1,1,1,422,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6689,K22,6689,522,נחף,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,674,412,408,4,0,0,386,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,9,0,0,1,0,0,0,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6690,K22,6690,522,נחף,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,716,464,464,0,1,0,430,0,0,0,0,1,0,0,0,0,0,0,11,0,0,2,5,0,0,0,3,0,0,1,0,0,1,0,1,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6691,K22,6691,522,נחף,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,653,405,403,2,0,0,378,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6692,K22,6692,522,נחף,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,731,530,528,2,1,2,506,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6693,K22,6693,522,נחף,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,522,נחף,,historical_stat_area_pending,automatic_code_match,737,500,500,0,0,1,472,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,5,1,0,0,7,0,0,0,0,1,0,1,0,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K22:6871,K22,6871,7300,נצרת,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,7300,נצרת,,historical_stat_area_pending,automatic_code_match,717,363,356,7,4,0,329,0,0,0,0,1,1,0,0,0,0,0,5,0,0,1,7,0,0,0,4,0,0,0,2,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
