source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס,unresolved_reason
K18:6298,K18,6298,531,עראבה,17,no_direct_historical_assignment,statistical_area_pending,,,,,,,531,עראבה,,historical_stat_area_pending,automatic_code_match,611,388,387,1,1,0,0,0,96,0,146,0,0,0,0,0,0,14,0,0,0,0,0,0,0,129,1,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6299,K18,6299,531,עראבה,18,no_direct_historical_assignment,statistical_area_pending,,,,,,,531,עראבה,,historical_stat_area_pending,automatic_code_match,559,328,328,0,0,0,0,2,48,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,0,0,0,0,1,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6300,K18,6300,531,עראבה,19,no_direct_historical_assignment,statistical_area_pending,,,,,,,531,עראבה,,historical_stat_area_pending,automatic_code_match,610,329,328,1,1,0,0,0,62,0,97,4,0,0,0,0,0,3,0,0,0,0,0,0,0,159,1,0,0,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6339,K18,6339,637,ערערה,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,635,348,344,4,0,0,0,0,115,0,69,0,0,0,0,0,0,2,0,0,22,0,0,1,0,128,0,0,0,0,0,0,4,0,1,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6340,K18,6340,637,ערערה,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,666,318,318,0,0,0,0,0,126,0,61,0,0,0,2,0,0,0,0,0,9,0,0,0,0,115,1,0,0,0,0,0,3,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6341,K18,6341,637,ערערה,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,573,328,323,5,1,0,0,0,99,0,92,0,0,0,0,0,0,0,0,1,3,0,0,1,0,121,0,0,0,0,2,1,2,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6342,K18,6342,637,ערערה,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,561,292,288,4,1,0,0,0,107,3,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6343,K18,6343,637,ערערה,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,606,475,475,0,0,0,0,0,288,0,45,0,0,0,0,0,0,0,0,1,2,0,0,0,0,137,0,0,0,0,0,1,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6344,K18,6344,637,ערערה,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,539,242,242,0,0,0,0,0,98,5,74,0,0,2,0,0,0,1,1,1,4,0,0,0,0,51,0,0,0,4,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6345,K18,6345,637,ערערה,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,586,507,503,4,0,0,0,0,317,0,129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,0,0,0,0,2,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6346,K18,6346,637,ערערה,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,612,378,375,3,0,0,0,1,284,0,33,0,0,0,0,0,0,0,0,1,2,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6347,K18,6347,637,ערערה,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,657,375,375,0,1,0,0,0,98,0,133,0,0,0,0,0,0,4,0,0,2,0,0,0,0,130,0,0,0,0,2,1,2,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6348,K18,6348,637,ערערה,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,674,402,400,2,0,0,0,0,100,0,139,0,0,0,0,0,0,1,1,2,1,0,0,0,0,154,0,0,0,0,0,0,1,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6349,K18,6349,637,ערערה,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,622,423,423,0,1,0,0,0,223,0,45,1,0,0,0,0,0,0,0,0,6,0,0,0,0,146,0,0,0,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6350,K18,6350,637,ערערה,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,638,297,289,8,0,0,0,0,111,0,51,0,0,0,0,0,0,0,0,0,5,1,0,1,0,118,0,0,0,1,1,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6351,K18,6351,637,ערערה,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,558,286,285,1,1,0,0,0,105,0,42,0,0,0,0,0,0,2,2,1,6,0,0,1,1,118,0,0,0,0,1,0,4,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6352,K18,6352,637,ערערה,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,556,239,232,7,0,0,0,0,101,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,0,0,0,0,0,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6353,K18,6353,637,ערערה,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,573,262,259,3,1,0,0,0,99,0,41,0,0,0,0,0,0,1,0,1,8,0,0,0,0,106,0,0,0,1,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6354,K18,6354,637,ערערה,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,637,ערערה,,historical_stat_area_pending,automatic_code_match,616,257,255,2,0,0,0,0,96,0,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,0,0,0,0,0,0,2,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6381,K18,6381,537,פוריידיס,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,731,285,285,0,1,0,0,31,47,0,18,1,0,1,0,0,0,16,0,1,1,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,31,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6382,K18,6382,537,פוריידיס,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,680,275,275,0,4,0,0,54,39,0,31,0,0,0,0,0,1,1,0,0,1,1,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6383,K18,6383,537,פוריידיס,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,677,446,446,0,41,0,0,23,69,0,56,0,0,0,1,0,0,8,1,0,0,0,0,0,0,186,0,0,0,0,0,0,0,2,0,0,0,59,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6384,K18,6384,537,פוריידיס,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,704,405,405,0,12,0,0,19,44,0,64,0,0,0,0,0,0,10,0,0,1,0,0,0,0,219,0,0,0,0,0,0,2,1,0,0,0,33,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6385,K18,6385,537,פוריידיס,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,728,179,179,0,2,0,1,5,16,0,12,0,0,2,0,0,0,4,0,0,1,0,0,0,0,123,0,0,0,0,1,0,0,0,0,0,0,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6386,K18,6386,537,פוריידיס,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,703,355,350,5,6,0,0,2,94,0,30,0,0,1,0,0,0,14,0,0,1,0,0,0,0,142,0,0,0,1,0,0,2,0,1,0,0,56,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6387,K18,6387,537,פוריידיס,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,754,225,223,2,2,0,0,3,41,0,24,0,0,0,0,0,0,4,0,4,0,0,0,0,0,131,0,0,0,0,0,1,0,2,0,0,0,11,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6388,K18,6388,537,פוריידיס,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,717,207,204,3,2,0,0,0,22,0,26,1,0,1,0,0,0,0,0,0,1,0,0,0,1,147,0,0,0,0,0,0,0,0,1,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6389,K18,6389,537,פוריידיס,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,537,פוריידיס,,historical_stat_area_pending,automatic_code_match,718,147,141,6,3,0,0,0,13,0,5,0,1,1,0,0,0,2,1,2,1,0,0,0,0,107,1,0,0,1,0,0,1,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6727,K18,6727,1345,צור יצחק,1,no_direct_historical_assignment,statistical_area,,,,,,,1345,צור יצחק,,single_stat_locality,automatic_code_match,77,70,69,1,6,0,3,0,0,0,1,0,0,0,0,0,0,31,9,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6774,K18,6774,8000,צפת,990,no_direct_historical_assignment,statistical_area_pending,,,,,,,8000,צפת,,historical_stat_area_pending,automatic_code_match,125,36,36,0,1,0,2,2,1,6,0,0,0,1,0,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6819,K18,6819,638,קלנסווה,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,692,450,447,3,8,0,0,0,99,0,150,0,0,1,0,0,0,1,0,0,10,0,0,0,0,175,1,0,0,0,1,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6820,K18,6820,638,קלנסווה,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,652,329,327,2,0,0,0,0,64,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6821,K18,6821,638,קלנסווה,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,703,329,315,14,0,0,0,0,44,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6822,K18,6822,638,קלנסווה,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,680,340,337,3,0,0,0,0,84,0,87,0,0,0,0,0,0,1,1,0,4,0,0,0,0,157,2,0,0,0,1,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6823,K18,6823,638,קלנסווה,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,724,651,646,5,1,0,0,0,129,0,223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,285,5,0,1,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6824,K18,6824,638,קלנסווה,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,700,475,473,2,1,0,0,0,161,0,112,0,0,0,0,0,0,0,0,2,2,0,0,0,0,191,2,0,0,0,1,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6825,K18,6825,638,קלנסווה,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,710,334,329,5,0,0,0,0,75,0,112,0,0,1,0,0,0,0,0,0,3,0,0,0,0,133,4,0,0,0,0,0,0,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6826,K18,6826,638,קלנסווה,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,733,411,411,0,2,0,0,0,113,0,119,0,0,1,0,0,0,1,0,1,2,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6827,K18,6827,638,קלנסווה,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,744,398,388,10,2,0,0,0,90,0,145,0,0,0,0,0,0,0,0,0,5,0,0,1,0,141,1,0,0,1,1,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6828,K18,6828,638,קלנסווה,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,680,318,316,2,0,0,0,0,66,0,136,0,0,2,0,0,0,0,0,0,6,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6829,K18,6829,638,קלנסווה,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,699,326,323,3,1,0,0,0,86,0,81,0,0,0,0,0,0,1,0,1,3,0,0,0,0,135,14,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6830,K18,6830,638,קלנסווה,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,718,505,498,7,1,0,0,0,115,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,281,4,0,0,0,0,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6831,K18,6831,638,קלנסווה,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,697,510,510,0,0,0,0,0,141,0,135,0,0,0,0,0,0,2,3,1,17,0,0,0,0,203,0,0,0,0,0,0,1,0,0,0,0,7,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6832,K18,6832,638,קלנסווה,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,638,קלנסווה,,historical_stat_area_pending,automatic_code_match,718,400,394,6,1,0,0,0,76,0,125,0,0,0,0,0,0,0,0,0,8,0,0,0,0,183,1,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6964,K18,6964,6800,קרית אתא,990,no_direct_historical_assignment,statistical_area_pending,,,,,,,6800,קריית אתא,,historical_stat_area_pending,reviewed_locality_crosswalk,97,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7666,K18,7666,8300,ראשון לציון,504,no_direct_historical_assignment,statistical_area_pending,,,,,,,8300,ראשון לציון,,historical_stat_area_pending,automatic_code_match,613,459,459,0,75,0,5,1,0,1,1,4,2,3,0,0,0,184,19,130,12,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,14,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7861,K18,7861,8400,רחובות,990,no_direct_historical_assignment,statistical_area_pending,,,,,,,8400,רחובות,,historical_stat_area_pending,automatic_code_match,74,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7865,K18,7865,542,ריינה,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,745,408,398,10,3,0,0,1,100,0,153,0,1,0,0,0,0,5,1,0,4,0,0,0,0,102,2,0,0,0,0,0,2,0,0,0,0,24,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7866,K18,7866,542,ריינה,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,740,416,416,0,1,0,0,0,101,0,198,0,0,0,0,0,0,2,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7867,K18,7867,542,ריינה,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,711,286,283,3,3,0,0,0,71,0,76,0,0,0,1,0,0,4,3,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7868,K18,7868,542,ריינה,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,703,317,303,14,7,0,0,0,97,0,98,0,0,0,0,0,0,7,3,7,1,0,0,0,0,75,0,0,0,0,0,0,1,0,1,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7869,K18,7869,542,ריינה,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,701,265,261,4,4,0,0,0,60,0,55,0,0,0,0,0,0,8,1,1,0,0,0,1,0,122,0,0,1,0,0,0,1,0,0,1,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7870,K18,7870,542,ריינה,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,687,264,264,0,4,0,0,0,82,0,60,0,0,0,0,0,0,0,0,1,4,0,0,0,0,96,0,0,0,0,0,0,6,0,0,1,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7871,K18,7871,542,ריינה,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,685,292,288,4,5,0,0,1,54,0,97,0,0,1,0,0,0,0,1,1,1,0,0,0,0,120,1,0,0,0,0,0,2,0,0,1,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7872,K18,7872,542,ריינה,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,727,389,377,12,9,0,0,0,97,0,207,0,0,0,0,0,0,5,0,2,2,0,0,1,0,39,0,0,0,0,1,0,0,0,0,1,0,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7873,K18,7873,542,ריינה,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,729,361,350,11,2,0,0,0,94,0,156,0,1,0,0,0,0,2,1,2,2,0,0,1,0,73,3,0,0,0,0,0,1,0,0,0,0,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7874,K18,7874,542,ריינה,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,726,321,318,3,12,0,0,3,83,0,79,0,0,0,0,0,0,10,0,1,3,0,0,0,0,109,0,0,0,1,0,0,0,0,0,0,0,17,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7875,K18,7875,542,ריינה,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,738,346,338,8,5,0,0,2,77,0,111,0,0,3,2,0,0,2,0,2,1,0,0,1,0,122,0,0,0,0,0,0,0,0,0,0,0,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:7876,K18,7876,542,ריינה,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,542,ריינה,,historical_stat_area_pending,automatic_code_match,702,308,302,6,5,0,0,0,87,0,90,0,0,0,0,1,0,19,3,1,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8370,K18,8370,516,שגור,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,656,467,465,2,4,0,0,0,249,0,82,0,0,1,0,0,0,1,1,1,11,0,0,1,0,111,1,0,0,0,0,0,0,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8371,K18,8371,516,שגור,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,640,439,436,3,5,0,0,0,227,0,121,0,0,0,0,0,0,1,0,0,6,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8372,K18,8372,516,שגור,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,560,407,403,4,0,0,0,1,168,0,137,0,0,0,0,0,0,3,0,1,5,0,0,0,0,84,0,0,0,0,2,1,0,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8373,K18,8373,516,שגור,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,,בענה | דייר אל-אסד | מג'ד אל-כרום,,historical_stat_area_pending,reviewed_historical_target_set,685,514,511,3,1,0,0,0,215,0,174,0,0,0,2,0,0,2,0,1,2,0,0,0,0,110,0,0,0,0,1,0,0,1,1,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8374,K18,8374,516,שגור,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,666,491,478,13,3,0,0,0,213,1,125,0,0,1,0,0,0,4,0,4,1,0,0,1,0,118,0,0,0,1,0,0,1,0,1,1,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8375,K18,8375,516,שגור,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,675,516,515,1,5,0,0,0,257,0,129,0,0,1,0,0,0,4,0,2,0,0,0,1,0,105,0,0,0,0,0,1,0,0,0,0,1,9,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8376,K18,8376,516,שגור,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,624,445,439,6,1,1,0,1,222,0,87,0,1,1,0,0,0,4,0,3,1,0,0,0,1,104,1,0,0,0,0,0,0,2,0,1,0,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8377,K18,8377,516,שגור,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,661,498,498,0,2,0,0,0,193,0,182,0,0,0,0,0,0,8,0,1,2,0,0,0,0,106,0,0,0,0,0,0,4,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8378,K18,8378,516,שגור,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,672,454,448,6,5,0,0,0,197,0,149,0,0,0,0,0,0,6,0,0,3,0,0,1,0,79,0,0,0,0,0,0,2,6,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8379,K18,8379,516,שגור,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,647,457,454,3,10,0,0,0,194,0,97,0,0,3,0,0,0,2,0,3,1,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8380,K18,8380,516,שגור,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,,בענה | דייר אל-אסד | מג'ד אל-כרום,,historical_stat_area_pending,reviewed_historical_target_set,438,327,327,0,3,0,0,0,127,0,77,0,0,1,1,0,0,14,0,0,1,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8381,K18,8381,516,שגור,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,516,מג'ד אל-כרום,,historical_stat_area_pending,reviewed_component_locality_override,530,438,436,2,0,0,0,0,196,0,89,0,0,0,0,0,0,4,0,0,5,0,0,0,0,130,0,0,0,0,1,0,1,1,0,0,0,9,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8382,K18,8382,516,שגור,101,no_direct_historical_assignment,statistical_area_pending,,,,,,,,בענה | דייר אל-אסד | מג'ד אל-כרום,,historical_stat_area_pending,reviewed_historical_target_set,663,502,501,1,2,0,0,1,59,0,167,0,0,0,0,0,0,13,0,1,2,0,0,0,1,252,0,0,0,0,2,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8383,K18,8383,516,שגור,102,no_direct_historical_assignment,statistical_area_pending,,,,,,,,בענה | דייר אל-אסד | מג'ד אל-כרום,,historical_stat_area_pending,reviewed_historical_target_set,631,496,495,1,2,0,0,0,58,0,148,1,0,0,0,1,0,8,0,3,2,0,0,0,0,269,0,0,0,0,3,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8384,K18,8384,516,שגור,103,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,reviewed_component_locality_override,683,415,410,5,1,0,0,0,29,0,70,0,1,0,0,0,0,85,2,4,4,0,0,0,0,207,0,0,0,0,2,1,0,3,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
