source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס,unresolved_reason
K21:6200,K21,6200,99999,מעטפות חיצוניות,396,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,100,99,1,10,1,0,5,2,0,0,0,0,5,0,0,0,0,2,0,1,22,3,4,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-geographic row is counted but not mapped
K21:6259,K21,6259,1327,מעלה עירון,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,583,157,156,1,1,0,52,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6260,K21,6260,1327,מעלה עירון,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,643,238,235,3,0,0,71,138,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6261,K21,6261,1327,מעלה עירון,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,631,286,284,2,1,0,188,82,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6262,K21,6262,1327,מעלה עירון,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,585,363,361,2,2,1,154,184,0,0,0,0,0,0,0,0,1,0,2,0,0,3,9,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6263,K21,6263,1327,מעלה עירון,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,652,134,131,3,0,0,67,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6264,K21,6264,1327,מעלה עירון,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,471,219,219,0,0,0,46,86,0,0,0,0,0,0,0,0,0,0,17,3,0,2,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6265,K21,6265,1327,מעלה עירון,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,713,151,151,0,0,0,43,92,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6266,K21,6266,1327,מעלה עירון,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,582,281,280,1,0,0,186,79,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6267,K21,6267,1327,מעלה עירון,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,576,289,289,0,0,0,204,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6268,K21,6268,1327,מעלה עירון,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,690,192,186,6,1,0,56,106,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6269,K21,6269,1327,מעלה עירון,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,715,150,149,1,0,0,52,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6270,K21,6270,1327,מעלה עירון,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,547,128,128,0,0,0,22,74,0,0,0,0,0,1,0,0,0,0,0,0,2,12,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6271,K21,6271,1327,מעלה עירון,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,517,343,335,8,0,0,193,124,0,0,0,0,0,0,0,0,0,0,5,0,0,1,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6272,K21,6272,1327,מעלה עירון,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,579,194,193,1,0,0,25,139,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6273,K21,6273,1327,מעלה עירון,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,598,209,198,11,0,0,37,51,0,0,0,0,0,1,0,0,0,0,4,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,88,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6274,K21,6274,1327,מעלה עירון,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,523,233,231,2,0,0,139,80,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:6694,K21,6694,7300,נצרת,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,7300,נצרת,,historical_stat_area_pending,automatic_code_match,703,226,220,6,0,0,71,95,0,0,0,0,0,1,1,0,0,1,4,0,0,4,26,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7151,K21,7151,7500,סח'נין,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,619,595,589,6,50,0,246,273,0,0,0,0,0,0,0,0,0,1,1,0,0,1,9,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7152,K21,7152,7500,סח'נין,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,701,656,654,2,2,0,239,383,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7153,K21,7153,7500,סח'נין,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,672,540,537,3,4,1,201,297,1,0,0,0,0,1,0,0,0,0,9,0,0,2,11,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7154,K21,7154,7500,סח'נין,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,689,494,492,2,0,1,234,223,0,1,0,0,0,0,1,0,0,1,10,0,0,1,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7155,K21,7155,7500,סח'נין,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,661,581,575,6,2,0,475,85,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7156,K21,7156,7500,סח'נין,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,665,545,543,2,3,0,445,81,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7157,K21,7157,7500,סח'נין,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,700,494,490,4,1,1,310,153,0,0,0,0,0,0,0,0,0,0,10,2,0,2,6,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7158,K21,7158,7500,סח'נין,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,709,501,501,0,11,0,288,169,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7159,K21,7159,7500,סח'נין,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,745,627,624,3,6,0,329,276,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7160,K21,7160,7500,סח'נין,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,682,632,632,0,22,0,390,196,0,1,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7161,K21,7161,7500,סח'נין,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,678,638,635,3,2,0,368,231,0,0,0,0,0,0,0,0,0,0,7,0,2,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7162,K21,7162,7500,סח'נין,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,731,569,564,5,2,0,223,300,0,0,0,0,0,0,0,0,0,0,19,0,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7163,K21,7163,7500,סח'נין,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,676,560,556,4,2,0,478,59,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7164,K21,7164,7500,סח'נין,14,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,746,573,573,0,29,0,319,175,0,0,0,0,0,0,0,0,4,0,21,0,0,1,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7165,K21,7165,7500,סח'נין,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,729,578,578,0,2,0,377,182,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7166,K21,7166,7500,סח'נין,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,707,606,602,4,4,1,335,222,0,0,0,0,0,1,0,0,0,0,2,0,0,1,29,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7167,K21,7167,7500,סח'נין,17,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,735,573,572,1,2,1,380,168,0,0,0,0,0,0,0,0,0,0,7,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7168,K21,7168,7500,סח'נין,18,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,741,643,643,0,5,0,261,366,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7169,K21,7169,7500,סח'נין,19,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,780,678,678,0,0,0,547,112,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7170,K21,7170,7500,סח'נין,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,713,641,638,3,1,0,512,109,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7171,K21,7171,7500,סח'נין,21,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,766,627,623,4,5,0,356,233,0,0,0,0,0,0,1,0,0,1,13,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7172,K21,7172,7500,סח'נין,22,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,674,574,572,2,5,0,291,272,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7173,K21,7173,7500,סח'נין,23,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,738,537,531,6,1,0,302,213,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7174,K21,7174,7500,סח'נין,24,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,691,493,491,2,4,0,354,112,0,0,0,0,0,0,0,0,0,0,10,0,2,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7175,K21,7175,7500,סח'נין,25,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,678,528,525,3,7,7,329,163,0,0,0,0,0,0,0,0,0,0,5,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7176,K21,7176,7500,סח'נין,26,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,707,532,526,6,4,1,291,210,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7177,K21,7177,7500,סח'נין,27,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,726,611,609,2,0,0,369,217,0,0,0,0,0,0,0,0,0,0,13,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7178,K21,7178,7500,סח'נין,28,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,626,464,462,2,4,1,262,177,0,0,0,0,0,1,0,0,0,0,6,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7179,K21,7179,7500,סח'נין,29,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,646,515,511,4,3,0,345,131,0,0,0,0,0,0,0,0,0,0,10,1,0,1,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7180,K21,7180,7500,סח'נין,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_code_match,688,501,496,5,3,0,290,170,0,0,0,0,0,0,0,0,0,0,14,0,0,1,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7275,K21,7275,532,עין מאהל,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,698,299,292,7,1,0,94,148,0,0,0,0,0,1,0,0,0,0,6,0,0,1,15,0,0,0,0,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7276,K21,7276,532,עין מאהל,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,732,326,323,3,0,0,93,182,0,0,0,0,0,0,0,0,0,1,9,0,0,0,12,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,3,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7277,K21,7277,532,עין מאהל,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,739,333,333,0,0,0,92,180,0,0,0,0,0,0,0,0,0,0,9,0,0,5,16,0,0,0,2,0,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,5,17,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7278,K21,7278,532,עין מאהל,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,761,325,318,7,2,0,92,177,0,0,0,0,0,1,0,0,0,0,8,1,0,1,11,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7279,K21,7279,532,עין מאהל,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,784,369,366,3,1,1,152,197,0,0,0,0,2,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7280,K21,7280,532,עין מאהל,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,722,334,333,1,0,1,132,173,0,0,0,0,0,0,0,0,0,0,1,2,0,1,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7281,K21,7281,532,עין מאהל,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,713,363,363,0,0,0,148,195,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7282,K21,7282,532,עין מאהל,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,654,294,293,1,0,0,118,158,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7283,K21,7283,532,עין מאהל,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,762,330,325,5,0,0,113,182,0,0,0,0,0,0,0,0,0,0,4,0,0,1,12,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7284,K21,7284,532,עין מאהל,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,713,274,269,5,3,0,81,145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7285,K21,7285,532,עין מאהל,11,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,774,349,347,2,2,0,121,210,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7286,K21,7286,532,עין מאהל,12,no_direct_historical_assignment,statistical_area_pending,,,,,,,532,עין מאהל,,historical_stat_area_pending,automatic_code_match,714,292,291,1,1,0,105,145,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7390,K21,7390,534,עספיא,1,no_direct_historical_assignment,statistical_area_pending,,,,,,,534,עספיא,,historical_stat_area_pending,automatic_code_match,729,363,358,5,9,0,0,8,1,0,0,0,0,0,0,0,0,0,47,0,31,8,30,1,0,0,0,1,0,0,0,213,0,4,0,0,0,1,0,0,0,0,0,1,1,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7391,K21,7391,534,עספיא,2,no_direct_historical_assignment,statistical_area_pending,,,,,,,534,עספיא,,historical_stat_area_pending,automatic_code_match,723,356,354,2,11,0,14,17,0,0,0,0,0,0,0,0,0,0,52,0,18,7,28,2,0,0,1,0,0,0,0,180,1,1,0,0,0,3,0,0,0,0,0,0,1,0,18,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7392,K21,7392,534,עספיא,3,no_direct_historical_assignment,statistical_area_pending,,,,,,,534,עספיא,,historical_stat_area_pending,automatic_code_match,677,377,375,2,6,0,44,40,0,0,0,0,1,0,0,4,1,0,43,0,15,9,51,0,1,0,2,0,0,0,0,151,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7393,K21,7393,534,עספיא,4,no_direct_historical_assignment,statistical_area_pending,,,,,,,534,עספיא,,historical_stat_area_pending,automatic_code_match,648,327,319,8,8,0,22,38,0,0,0,0,0,0,1,4,0,0,45,1,16,7,38,2,0,0,0,1,0,0,0,130,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7394,K21,7394,534,עספיא,5,no_direct_historical_assignment,statistical_area_pending,,,,,,,534,עספיא,,historical_stat_area_pending,automatic_code_match,676,336,329,7,15,0,2,8,0,0,0,0,0,0,1,2,0,1,51,0,23,8,36,0,2,0,1,1,0,1,0,168,0,4,0,1,0,0,0,0,0,0,0,1,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7395,K21,7395,534,עספיא,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,534,עספיא,,historical_stat_area_pending,automatic_code_match,639,307,303,4,9,0,4,26,0,0,0,0,0,0,0,0,0,0,35,0,29,10,39,2,0,0,0,0,0,0,0,137,0,9,0,1,0,0,0,0,0,0,1,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K21:7396,K21,7396,534,עספיא,7,no_direct_historical_assignment,statistical_area_pending,,,,,,,534,עספיא,,historical_stat_area_pending,automatic_code_match,706,355,351,4,7,0,10,40,0,0,0,0,0,0,0,1,0,0,41,0,17,7,37,1,0,0,0,0,0,0,0,183,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
